ls_cat "sc_nr" "marker_nr" "position" "male_position"
ls_cat 10 2581 5742140 20.29
ls_cat 10 2584 5922811 22.004
ls_cat 10 2591 6007045 22.004
ls_cat 10 2592 6076156 23.141
ls_cat 10 2593 6076496 23.141
ls_cat 10 2604 6525908 33.499
ls_cat 10 2608 6570356 33.499
ls_cat 10 2613 6847565 33.499
ls_cat 10 2614 7000545 33.499
ls_cat 10 2618 7161554 33.499
ls_cat 10 2625 7316807 43.408
ls_cat 10 2631 7754839 43.973
ls_cat 10 2635 7846387 43.973
ls_cat 10 2644 7919259 49.117
ls_cat 10 2647 7933835 49.117
ls_cat 10 2658 8178560 49.117
ls_cat 10 2660 8571303 50.253
ls_cat 10 2669 8969786 50.818
ls_cat 10 2672 9202813 50.818
ls_cat 10 2673 9230156 50.818
ls_cat 10 2683 10603364 51.948
ls_cat 10 2685 10910733 52.667
ls_cat 10 2691 10911308 52.667
ls_cat 10 2694 11331695 52.667
ls_cat 10 2702 11407174 52.667
ls_cat 10 2706 11701657 55.395
ls_cat 10 2708 11834336 55.395
ls_cat 10 2713 12010520 55.395
ls_cat 10 2715 12476746 55.395
ls_cat 10 2716 12594450 55.395
ls_cat 19 4434 72978 0
ls_cat 19 4440 151539 5.889
ls_cat 19 4441 480224 6.588
ls_cat 19 4442 482055 6.588
ls_cat 19 4444 704021 6.588
ls_cat 19 4445 763731 6.588
ls_cat 19 4447 978047 6.588
ls_cat 19 4448 1144045 6.588
ls_cat 19 4458 1662451 7.153
ls_cat 19 4459 1687051 8.29
ls_cat 19 4462 1949941 8.29
ls_cat 19 4464 2328130 8.29
ls_cat 19 4469 2749298 8.29
ls_cat 19 4472 3049229 11.78
ls_cat 19 4476 3259075 11.78
ls_cat 19 4483 3287020 11.78
ls_cat 19 4486 3454683 11.78
ls_cat 19 4490 3470569 14.059
ls_cat 19 4495 3929645 16.95
ls_cat 19 4506 4130205 17.515
ls_cat 19 4510 4300923 17.515
ls_cat 19 4512 4345427 19.229
ls_cat 19 4513 4561922 19.794
ls_cat 19 4515 4687721 20.931
ls_cat 19 4518 5037228 26.157
ls_cat 19 4519 5043016 26.157
ls_cat 19 4520 5109582 26.722
ls_cat 19 4521 5684075 26.722
ls_cat 19 4531 5930561 28.436
ls_cat 19 4532 6142728 29.001
ls_cat 19 4539 6385559 29.566
ls_cat 19 4541 6405416 30.131
ls_cat 19 4545 6688934 30.696
ls_cat 19 4552 6871829 31.261
ls_cat 19 4554 7068109 31.261
ls_cat 19 4555 7146199 32.975
ls_cat 19 4558 7315827 32.975
ls_cat 19 4562 7433706 34.677
ls_cat 19 4569 7531870 36.976
ls_cat 19 4572 7924518 37.541
ls_cat 19 4577 8333320 37.541
ls_cat 19 4588 8502220 38.434
ls_cat 19 4593 8945555 38.434
ls_cat 19 4595 9945589 38.434
ls_cat 19 4597 10014028 40.236
ls_cat 19 4602 10731533 40.236
ls_cat 19 4603 10885735 40.236
ls_cat 19 4607 11034060 40.236
ls_cat 19 4608 11163491 49.989
ls_cat 19 4613 11357953 49.989
ls_cat 32 6721 269214 0
ls_cat 32 6723 277544 0
ls_cat 32 6727 977160 0
ls_cat 32 6733 1078751 2.91
ls_cat 32 6745 1270622 3.629
ls_cat 32 6746 1403681 3.629
ls_cat 32 6747 1904987 5.078
ls_cat 32 6754 2234203 5.078
ls_cat 32 6755 2261749 5.078
ls_cat 32 6760 2749736 11.038
ls_cat 32 6762 2753155 11.038
ls_cat 32 6764 2932040 13.929
ls_cat 32 6765 2983232 15.065
ls_cat 32 6771 3054591 15.63
ls_cat 32 6774 3078416 17.345
ls_cat 32 6779 3332156 17.91
ls_cat 32 6784 3373832 20.76
ls_cat 32 6785 3514643 20.76
ls_cat 32 6792 3522243 23.033
ls_cat 32 6806 3993557 25.313
ls_cat 32 6817 4230753 32.292
ls_cat 32 6822 4474565 34.007
ls_cat 32 6826 4855284 34.007
ls_cat 32 6830 4872819 34.572
ls_cat 32 6837 5038186 35.137
ls_cat 32 6848 5208005 39.164
ls_cat 32 6849 5480189 40.446
ls_cat 32 6852 5866163 41.728
ls_cat 32 6856 6053825 41.728
ls_cat 32 6863 6807221 43.01
ls_cat 32 6868 7014827 43.647
ls_cat 32 6869 7120034 48.287
ls_cat 32 6876 7822627 48.923
ls_cat 32 6883 7958569 48.923
ls_cat 32 6886 8112158 49.764
ls_cat 32 6887 8335695 49.764
ls_cat 32 6890 8389814 49.764
ls_cat 32 6894 8631730 50.604
ls_cat 32 6896 8718735 50.604
ls_cat 32 6900 8756064 52.359
ls_cat 41 7982 676806 0
ls_cat 41 7986 734046 0
ls_cat 41 7987 917566 0.704
ls_cat 41 7988 918102 0.704
ls_cat 41 7993 1698004 0.704
ls_cat 41 8006 2126474 10.738
ls_cat 41 8009 2156662 10.738
ls_cat 41 8010 2262409 11.874
ls_cat 41 8019 2278274 14.173
ls_cat 41 8023 2528405 15.875
ls_cat 41 8027 2595420 16.44
ls_cat 41 8031 2617738 17.005
ls_cat 41 8032 2735811 17.005
ls_cat 41 8033 2948038 17.005
ls_cat 41 8038 3188362 17.57
ls_cat 41 8044 3328432 19.284
ls_cat 41 8049 3379414 22.175
ls_cat 41 8051 3609883 22.175
ls_cat 41 8060 3644412 23.877
ls_cat 41 8063 3683319 27.366
ls_cat 41 8064 4146524 27.931
ls_cat 41 8067 4624412 29.068
ls_cat 41 8073 4732266 35.592
ls_cat 41 8076 4995939 36.729
ls_cat 41 8081 5522923 37.865
ls_cat 41 8086 5688833 38.43
ls_cat 41 8089 5835800 40.729
ls_cat 41 8096 6400195 42.444
ls_cat 41 8098 6888531 43.009
ls_cat 41 8099 6980446 43.009
ls_cat 41 8100 6984087 43.009
ls_cat 41 8106 7097534 43.009
ls_cat 41 8108 7209791 43.009
ls_cat 41 8112 7286220 43.009
ls_cat 41 8118 7353682 43.009
ls_cat 41 8126 7540555 43.009
ls_cat 12 2866 27168 0
ls_cat 12 2869 150195 0
ls_cat 12 2875 1736598 3.931
ls_cat 12 2879 2114704 5.23
ls_cat 12 2881 2371131 9.232
ls_cat 12 2883 2383174 13.234
ls_cat 12 2888 3212340 14.104
ls_cat 12 2904 3459120 15.805
ls_cat 12 2905 3497130 21.135
ls_cat 12 2911 3935815 22.272
ls_cat 12 2916 4114500 23.408
ls_cat 12 2919 4338387 24.538
ls_cat 12 2922 4537720 25.103
ls_cat 12 2926 4923555 26.233
ls_cat 12 2930 4961486 27.935
ls_cat 12 2939 5298817 27.935
ls_cat 12 2940 5517455 32.644
ls_cat 12 2942 5532115 32.644
ls_cat 12 2943 5845730 33.209
ls_cat 12 2946 5999825 37.305
ls_cat 12 2948 6803665 37.87
ls_cat 12 2955 6930816 38.435
ls_cat 12 2957 6971862 39
ls_cat 12 2960 7262346 39
ls_cat 12 2966 7626553 40.136
ls_cat 12 2972 7671358 41.851
ls_cat 12 2975 7765846 41.851
ls_cat 12 2979 7787435 41.851
ls_cat 12 2981 7831910 41.851
ls_cat 12 2984 7845533 43.565
ls_cat 12 2990 7996986 45.279
ls_cat 12 2996 8575419 46.409
ls_cat 12 3005 9047791 46.974
ls_cat 12 3006 9176233 46.974
ls_cat 12 3009 9359318 46.974
ls_cat 12 3011 9495164 46.974
ls_cat 12 3016 9585293 48.689
ls_cat 12 3022 10058273 48.689
ls_cat 12 3028 10487181 49.356
ls_cat 12 3029 10496955 50.022
ls_cat 12 3030 10522374 51.365
ls_cat 12 3037 11060053 52.031
ls_cat 12 3039 11254118 52.031
ls_cat 12 3042 11267437 52.031
ls_cat 12 3044 11865319 52.031
ls_cat 12 3046 11912935 52.031
ls_cat 12 3047 11947902 52.031
ls_cat 12 3050 11963393 52.031
ls_cat 12 3053 11972631 52.031
ls_cat 12 3057 12047327 52.031
ls_cat 12 3058 12126066 52.031
ls_cat 12 3063 12234902 52.031
ls_cat 12 3070 12556593 52.031
ls_cat 12 3071 12702601 52.031
ls_cat 35 7209 89023 0
ls_cat 35 7210 631790 0
ls_cat 35 7212 789498 0
ls_cat 35 7219 2118544 0.893
ls_cat 35 7221 2375830 0.893
ls_cat 35 7231 2550163 2.351
ls_cat 35 7235 2624855 2.916
ls_cat 35 7241 2687687 4.63
ls_cat 35 7252 2825935 5.195
ls_cat 35 7254 3043741 7.494
ls_cat 35 7258 3086107 9.209
ls_cat 35 7266 3179247 9.209
ls_cat 35 7272 3223184 10.923
ls_cat 35 7275 3231087 11.488
ls_cat 35 7278 3555474 13.19
ls_cat 35 7280 3587255 13.19
ls_cat 35 7283 3637901 14.904
ls_cat 35 7284 3800563 14.904
ls_cat 35 7286 3827647 14.904
ls_cat 35 7288 4013204 15.469
ls_cat 35 7290 4112346 17.184
ls_cat 35 7293 4242100 17.184
ls_cat 35 7301 4596792 21.893
ls_cat 35 7302 4699416 22.458
ls_cat 35 7307 4819845 24.172
ls_cat 35 7329 4938256 28.268
ls_cat 35 7333 5363649 28.833
ls_cat 35 7340 5654722 29.97
ls_cat 35 7346 5684814 29.97
ls_cat 35 7349 5743512 32.269
ls_cat 35 7351 5754870 34.568
ls_cat 35 7352 5786559 35.705
ls_cat 35 7353 6750355 35.705
ls_cat 35 7354 6762251 35.705
ls_cat 35 7358 6832736 35.705
ls_cat 35 7362 6974603 35.705
ls_cat 35 7364 7036734 35.705
ls_cat 35 7378 7891924 35.705
ls_cat 35 7380 8092876 35.705
ls_cat 35 7399 8359401 35.705
ls_cat 28 6117 3368 0
ls_cat 28 6123 486202 4.351
ls_cat 28 6124 529370 4.351
ls_cat 28 6128 529950 4.351
ls_cat 28 6131 907606 7.045
ls_cat 28 6135 1437463 7.045
ls_cat 28 6142 2228388 7.711
ls_cat 28 6145 2340312 13.311
ls_cat 28 6148 2434136 13.311
ls_cat 28 6149 2563319 14.448
ls_cat 28 6152 3341037 15.013
ls_cat 28 6164 3498212 19.068
ls_cat 28 6166 3660969 21.959
ls_cat 28 6170 3675750 24.258
ls_cat 28 6176 4020209 25.394
ls_cat 28 6184 4356138 30.104
ls_cat 28 6186 4880865 30.104
ls_cat 28 6187 4947661 36.063
ls_cat 28 6194 5062389 36.063
ls_cat 28 6195 5773842 37.199
ls_cat 28 6197 6240615 37.199
ls_cat 28 6203 6617487 37.764
ls_cat 28 6212 6633599 38.329
ls_cat 28 6214 6665783 38.329
ls_cat 28 6221 7086846 38.996
ls_cat 28 6227 7100775 39.889
ls_cat 28 6238 7471356 40.782
ls_cat 28 6248 7776998 41.675
ls_cat 28 6250 8138987 41.675
ls_cat 28 6258 8427163 41.675
ls_cat 28 6262 8710663 41.675
ls_cat 28 6263 8931435 41.675
ls_cat 28 6265 9059550 41.675
ls_cat 28 6266 9075791 41.675
ls_cat 28 6269 9087843 41.675
ls_cat 28 6271 9238274 41.675
ls_cat 23 5321 2066368 0
ls_cat 23 5325 2103713 0
ls_cat 23 5326 2226389 0
ls_cat 23 5329 2387768 0
ls_cat 23 5336 2965669 0.719
ls_cat 23 5339 3179859 1.439
ls_cat 23 5341 3205009 1.439
ls_cat 23 5342 3288886 1.439
ls_cat 23 5343 3352231 1.439
ls_cat 23 5347 3363743 5.83
ls_cat 23 5354 3397080 8.13
ls_cat 23 5362 3486185 8.13
ls_cat 23 5368 3652064 8.13
ls_cat 23 5377 3716887 10.974
ls_cat 23 5380 3812310 11.539
ls_cat 23 5382 3999431 12.104
ls_cat 23 5384 4259928 12.669
ls_cat 23 5385 4430395 16.159
ls_cat 23 5389 4489630 16.724
ls_cat 23 5396 4611247 19.003
ls_cat 23 5401 4781290 19.568
ls_cat 23 5402 4950503 19.568
ls_cat 23 5405 5008983 19.568
ls_cat 23 5413 5027781 22.432
ls_cat 23 5418 5123659 22.997
ls_cat 23 5423 5308044 24.134
ls_cat 23 5424 5394702 27.623
ls_cat 23 5427 5577910 27.623
ls_cat 23 5429 5606057 28.76
ls_cat 23 5430 5755526 28.76
ls_cat 23 5435 5860550 29.89
ls_cat 23 5440 6008438 32.169
ls_cat 23 5445 6499541 35.033
ls_cat 23 5448 6585364 35.598
ls_cat 23 5454 7317615 37.878
ls_cat 23 5456 7439894 38.443
ls_cat 23 5480 8384515 38.443
ls_cat 23 5481 8441636 38.443
ls_cat 23 5485 8456018 39.008
ls_cat 23 5494 9011101 40.138
ls_cat 23 5501 9045719 41.268
ls_cat 23 5502 9051508 41.268
ls_cat 23 5503 9266459 41.268
ls_cat 23 5507 9320980 41.268
ls_cat 23 5508 9697948 41.268
ls_cat 23 5509 10073088 41.268
ls_cat 23 5514 10186006 41.268
ls_cat 23 5517 10304037 41.268
ls_cat 23 5522 10478830 41.268
ls_cat 23 5523 10598925 41.268
ls_cat 16 3751 42939 0
ls_cat 16 3752 223698 0
ls_cat 16 3759 1248731 0
ls_cat 16 3763 1389660 0.637
ls_cat 16 3768 1395041 0.637
ls_cat 16 3771 1675138 2.556
ls_cat 16 3772 1779724 3.193
ls_cat 16 3773 2023593 3.193
ls_cat 16 3776 2283806 3.193
ls_cat 16 3777 2630595 4.329
ls_cat 16 3785 2733844 4.894
ls_cat 16 3788 2872489 5.459
ls_cat 16 3794 2985087 6.024
ls_cat 16 3797 3050744 6.024
ls_cat 16 3799 3253664 10.734
ls_cat 16 3801 3980249 11.299
ls_cat 16 3806 4510312 12.435
ls_cat 16 3808 4510620 12.435
ls_cat 16 3811 4639876 14.15
ls_cat 16 3818 4677467 15.286
ls_cat 16 3819 4685745 15.286
ls_cat 16 3830 4786093 15.851
ls_cat 16 3835 4799571 19.878
ls_cat 16 3837 5125960 21.015
ls_cat 16 3842 5231416 22.729
ls_cat 16 3846 6517435 28.575
ls_cat 16 3851 6811070 30.276
ls_cat 16 3853 6820524 30.841
ls_cat 16 3859 6934934 31.971
ls_cat 16 3862 6974272 31.971
ls_cat 16 3872 7402378 31.971
ls_cat 16 3875 7506746 31.971
ls_cat 16 3880 7615698 33.108
ls_cat 16 3887 7960947 33.108
ls_cat 16 3892 7971927 33.673
ls_cat 16 3894 8307144 33.673
ls_cat 16 3896 9315297 34.238
ls_cat 16 3902 9346934 35.374
ls_cat 16 3904 9381144 38.265
ls_cat 16 3911 9394131 38.265
ls_cat 16 3920 9546562 38.83
ls_cat 16 3922 9562376 38.83
ls_cat 16 3925 9630738 38.83
ls_cat 16 3933 9862703 39.96
ls_cat 16 3937 10191826 40.525
ls_cat 16 3946 10209133 41.655
ls_cat 16 3951 10247185 41.655
ls_cat 16 3953 10291575 41.655
ls_cat 16 3954 10637584 41.655
ls_cat 16 3958 10813462 41.655
ls_cat 16 3963 11041988 41.655
ls_cat 16 3965 11131376 41.655
ls_cat 16 3967 11132071 42.322
ls_cat 16 3974 11715763 42.322
ls_cat 16 3975 11782105 42.322
ls_cat 16 3978 11937924 42.322
ls_cat 25 5661 460827 0
ls_cat 25 5664 723131 0
ls_cat 25 5667 749978 3.51
ls_cat 25 5680 1338522 4.21
ls_cat 25 5690 1782725 5.618
ls_cat 25 5697 1834366 6.754
ls_cat 25 5700 1892448 11.415
ls_cat 25 5702 2269082 11.98
ls_cat 25 5704 2523693 17.311
ls_cat 25 5707 2562740 17.311
ls_cat 25 5709 2870705 17.311
ls_cat 25 5713 3261705 20.202
ls_cat 25 5715 3708523 21.916
ls_cat 25 5719 4212726 22.481
ls_cat 25 5722 4311800 24.78
ls_cat 25 5729 4375980 28.216
ls_cat 25 5732 4760004 28.781
ls_cat 25 5733 4790278 28.781
ls_cat 25 5734 4885745 28.781
ls_cat 25 5737 5037412 34.013
ls_cat 25 5740 5122822 35.15
ls_cat 25 5745 5282586 38.041
ls_cat 25 5747 6167428 39.177
ls_cat 25 5748 6196554 39.177
ls_cat 25 5749 6223180 39.177
ls_cat 25 5751 6238002 39.742
ls_cat 25 5754 6353367 42.041
ls_cat 25 5755 6648447 42.606
ls_cat 25 5756 6835531 42.606
ls_cat 25 5759 7118767 43.743
ls_cat 25 5761 7244468 44.879
ls_cat 25 5763 7380952 44.879
ls_cat 25 5769 7403789 46.594
ls_cat 25 5772 7480267 47.159
ls_cat 25 5775 7529097 51.213
ls_cat 25 5777 7530254 54.703
ls_cat 25 5780 7984933 54.703
ls_cat 25 5785 8295668 54.703
ls_cat 25 5796 8736202 54.703
ls_cat 25 5802 8847001 54.703
ls_cat 25 5804 8901047 54.703
ls_cat 25 5814 9062837 56.046
ls_cat 25 5818 9555646 56.046
ls_cat 25 5822 9570487 56.046
ls_cat 25 5827 9571040 56.046
ls_cat 25 5829 9792996 56.046
ls_cat 25 5831 10181021 56.046
ls_cat 11 2725 1180990 0
ls_cat 11 2728 1406053 0
ls_cat 11 2730 2337043 0
ls_cat 11 2737 2890398 0
ls_cat 11 2738 2927734 0
ls_cat 11 2739 3000960 0
ls_cat 11 2740 3054168 0
ls_cat 11 2742 3199294 0
ls_cat 11 2743 3364387 0
ls_cat 11 2746 3634080 6.372
ls_cat 11 2750 3700314 7.234
ls_cat 11 2752 4210294 7.234
ls_cat 11 2758 4986869 7.901
ls_cat 11 2765 5214383 9.243
ls_cat 11 2771 5292397 9.243
ls_cat 11 2777 5446936 14.819
ls_cat 11 2782 5720576 18.833
ls_cat 11 2796 6923803 23.494
ls_cat 11 2801 7377565 23.494
ls_cat 11 2804 7543080 23.494
ls_cat 11 2807 7927480 24.63
ls_cat 11 2808 7988265 24.63
ls_cat 11 2812 8018161 24.63
ls_cat 11 2820 8898165 26.344
ls_cat 11 2828 9365369 32.72
ls_cat 11 2839 10034691 33.856
ls_cat 11 2841 10206161 33.856
ls_cat 11 2845 10302592 33.856
ls_cat 11 2849 10575004 33.856
ls_cat 11 2850 10797379 33.856
ls_cat 11 2855 11202257 33.856
ls_cat 11 2856 11380946 33.856
ls_cat 11 2857 11971590 33.856
ls_cat 11 2859 12274560 33.856
ls_cat 11 2862 12717886 33.856
ls_cat 8 2092 1125104 0
ls_cat 8 2097 1824347 0
ls_cat 8 2103 1908404 0
ls_cat 8 2108 2140047 0
ls_cat 8 2109 2303215 0
ls_cat 8 2113 2359106 0
ls_cat 8 2114 2387915 0
ls_cat 8 2116 2412944 0
ls_cat 8 2120 2973842 0
ls_cat 8 2123 2975940 3.49
ls_cat 8 2124 3099304 4.626
ls_cat 8 2126 3387453 4.626
ls_cat 8 2127 3574560 13.184
ls_cat 8 2132 3831031 13.749
ls_cat 8 2134 4509618 14.314
ls_cat 8 2139 5215916 14.879
ls_cat 8 2140 5381868 16.593
ls_cat 8 2143 5924012 17.158
ls_cat 8 2144 6057780 17.723
ls_cat 8 2146 6119526 19.437
ls_cat 8 2155 6314401 19.437
ls_cat 8 2156 6456703 19.437
ls_cat 8 2158 6532975 19.437
ls_cat 8 2161 6821178 19.437
ls_cat 8 2167 7357261 19.437
ls_cat 8 2169 7452971 20.002
ls_cat 8 2171 7456632 20.002
ls_cat 8 2177 7885327 21.704
ls_cat 8 2195 7961932 23.97
ls_cat 8 2197 8108346 25.685
ls_cat 8 2208 8793227 27.964
ls_cat 8 2215 8815619 30.23
ls_cat 8 2224 9727820 33.666
ls_cat 8 2227 10074833 33.666
ls_cat 8 2233 10455438 33.666
ls_cat 8 2237 10607443 34.231
ls_cat 8 2245 10811298 35.361
ls_cat 8 2247 10913706 35.926
ls_cat 8 2249 10924152 35.926
ls_cat 8 2250 11100745 35.926
ls_cat 8 2251 11333600 36.645
ls_cat 8 2254 11495855 38.095
ls_cat 8 2255 12130515 38.095
ls_cat 8 2262 12426931 38.095
ls_cat 8 2264 12636412 38.095
ls_cat 8 2270 13192674 38.095
ls_cat 8 2273 13450404 38.095
ls_cat 8 2279 13664695 43.984
ls_cat 8 2281 13722133 43.984
ls_cat 29 6274 399079 0
ls_cat 29 6276 587184 20.699
ls_cat 29 6282 717617 21.365
ls_cat 29 6288 1840660 26.075
ls_cat 29 6289 2213932 30.784
ls_cat 29 6296 2798923 34.798
ls_cat 29 6300 2888821 35.363
ls_cat 29 6302 3173403 35.363
ls_cat 29 6318 3895015 38.853
ls_cat 29 6326 4553495 41.152
ls_cat 29 6330 4572677 41.717
ls_cat 29 6333 5076296 41.717
ls_cat 29 6336 5257168 45.153
ls_cat 29 6337 5565993 45.718
ls_cat 29 6343 5644719 47.432
ls_cat 29 6345 5825558 51.528
ls_cat 29 6347 5957649 52.093
ls_cat 29 6358 6187337 52.093
ls_cat 29 6363 6236309 52.093
ls_cat 29 6371 6345154 52.658
ls_cat 29 6378 7426899 53.794
ls_cat 29 6380 7582963 53.794
ls_cat 29 6383 7623811 53.794
ls_cat 29 6390 7641182 53.794
ls_cat 29 6397 7912735 53.794
ls_cat 29 6399 7952083 53.794
ls_cat 29 6406 8074923 53.794
ls_cat 29 6414 8544405 53.794
ls_cat 50 9010 108564 0
ls_cat 50 9014 108886 0
ls_cat 50 9015 154600 11.157
ls_cat 50 9023 219888 11.157
ls_cat 50 9030 417482 11.157
ls_cat 50 9033 811676 11.157
ls_cat 50 9038 862128 11.157
ls_cat 50 9042 1473766 11.157
ls_cat 50 9046 1581123 11.157
ls_cat 50 9049 1873379 11.861
ls_cat 50 9059 1976467 16.571
ls_cat 50 9065 2069354 20.061
ls_cat 50 9067 2230773 20.061
ls_cat 50 9073 2238489 20.626
ls_cat 50 9077 2437646 22.327
ls_cat 50 9083 2832549 28.286
ls_cat 50 9085 2922660 28.286
ls_cat 50 9087 2951833 32.947
ls_cat 50 9090 3034406 34.084
ls_cat 50 9092 3419471 38.111
ls_cat 50 9098 3633749 38.111
ls_cat 50 9101 4321627 38.111
ls_cat 50 9105 4500808 38.676
ls_cat 50 9106 4724300 38.676
ls_cat 50 9110 4778104 40.39
ls_cat 50 9115 4834433 40.955
ls_cat 50 9117 4954306 40.955
ls_cat 50 9122 5686356 40.955
ls_cat 50 9126 5736210 40.955
ls_cat 50 9129 6178258 40.955
ls_cat 50 9131 6353846 40.955
ls_cat 50 9133 6407124 40.955
ls_cat 7 1921 287709 0
ls_cat 7 1922 428273 0
ls_cat 7 1923 709955 0
ls_cat 7 1926 764727 0
ls_cat 7 1932 1039701 0
ls_cat 7 1935 1563742 0.654
ls_cat 7 1940 1912596 0.654
ls_cat 7 1944 2118114 0.654
ls_cat 7 1950 2200640 0.654
ls_cat 7 1955 2269947 0.654
ls_cat 7 1968 2622527 2.368
ls_cat 7 1969 2676732 2.368
ls_cat 7 1972 2850534 3.504
ls_cat 7 1977 3967726 6.355
ls_cat 7 1979 4472551 12.315
ls_cat 7 1981 4504065 16.976
ls_cat 7 1986 5223830 17.541
ls_cat 7 1995 5528904 18.106
ls_cat 7 1997 5940672 19.242
ls_cat 7 2002 6242868 23.903
ls_cat 7 2003 6473064 25.617
ls_cat 7 2004 6685495 26.182
ls_cat 7 2005 6739712 29.073
ls_cat 7 2007 7155840 29.073
ls_cat 7 2011 7457789 32.563
ls_cat 7 2022 7856922 34.842
ls_cat 7 2026 8028991 34.842
ls_cat 7 2028 8365464 35.972
ls_cat 7 2029 8648295 36.537
ls_cat 7 2032 8681916 37.102
ls_cat 7 2036 9067442 37.102
ls_cat 7 2042 9488758 39.402
ls_cat 7 2043 9538769 39.967
ls_cat 7 2047 9747839 39.967
ls_cat 7 2053 9827817 39.967
ls_cat 7 2054 9995220 39.967
ls_cat 7 2059 10003722 39.967
ls_cat 7 2060 10079867 44.676
ls_cat 7 2066 10304128 46.377
ls_cat 7 2070 10749068 46.942
ls_cat 7 2071 11235166 46.942
ls_cat 7 2074 11439596 46.942
ls_cat 7 2078 11676813 46.942
ls_cat 7 2080 11755408 46.942
ls_cat 7 2081 11944574 46.942
ls_cat 7 2083 12530305 46.942
ls_cat 7 2084 13012938 46.942
ls_cat 7 2085 13183392 46.942
ls_cat 7 2087 13574080 46.942
ls_cat 7 2089 14159619 46.942
ls_cat 7 2090 14159939 46.942
ls_cat 52 9184 241723 0
ls_cat 52 9187 492283 0
ls_cat 52 9194 669466 0
ls_cat 52 9199 725937 0
ls_cat 52 9201 726482 1.342
ls_cat 52 9207 765252 1.342
ls_cat 52 9209 766826 1.342
ls_cat 52 9210 850588 1.342
ls_cat 52 9213 901289 1.342
ls_cat 52 9215 1398268 1.907
ls_cat 52 9221 1472200 3.044
ls_cat 52 9229 1488613 3.044
ls_cat 52 9232 1527843 5.343
ls_cat 52 9239 1872011 5.343
ls_cat 52 9245 1880333 6.479
ls_cat 52 9246 1902742 6.479
ls_cat 52 9251 2030367 7.616
ls_cat 52 9260 2138984 9.317
ls_cat 52 9264 2212274 9.317
ls_cat 52 9268 2304953 12.773
ls_cat 52 9271 2381645 15.072
ls_cat 52 9272 2623070 15.637
ls_cat 52 9273 2784953 15.637
ls_cat 52 9279 2871502 18.528
ls_cat 52 9280 2881890 19.093
ls_cat 52 9281 2892968 19.658
ls_cat 52 9288 3084948 27.259
ls_cat 52 9296 4053161 28.389
ls_cat 52 9299 4313303 28.389
ls_cat 52 9302 4342670 28.389
ls_cat 52 9315 4350269 30.103
ls_cat 52 9321 4393639 30.668
ls_cat 52 9325 5226082 33.559
ls_cat 52 9330 5459210 35.008
ls_cat 52 9332 5487055 35.728
ls_cat 52 9335 5895116 35.728
ls_cat 52 9338 5895485 35.728
ls_cat 52 9343 5945470 35.728
ls_cat 52 9348 6003373 35.728
ls_cat 44 8347 35558 0
ls_cat 44 8349 682933 0
ls_cat 44 8355 712294 0
ls_cat 44 8358 882631 0
ls_cat 44 8360 1135216 1.639
ls_cat 44 8373 2495626 4.119
ls_cat 44 8385 2554826 14.257
ls_cat 44 8390 2765189 15.896
ls_cat 44 8392 3180846 15.896
ls_cat 44 8394 3249107 17.033
ls_cat 44 8399 3365881 18.169
ls_cat 44 8404 3805239 20.469
ls_cat 44 8405 3897100 20.469
ls_cat 44 8411 3956092 23.925
ls_cat 44 8412 4111114 23.925
ls_cat 44 8414 4248498 25.061
ls_cat 44 8416 4563991 25.061
ls_cat 44 8420 4752923 26.197
ls_cat 44 8436 4803136 26.197
ls_cat 44 8437 5021829 26.197
ls_cat 44 8438 5354189 26.197
ls_cat 44 8440 5548073 26.762
ls_cat 44 8444 5681506 26.762
ls_cat 44 8451 5937254 27.899
ls_cat 44 8458 5990982 29.035
ls_cat 44 8459 6016215 29.035
ls_cat 44 8460 6153757 29.035
ls_cat 44 8463 6874372 29.035
ls_cat 44 8466 7186958 29.035
ls_cat 44 8468 7226114 29.035
ls_cat 24 5526 729576 0
ls_cat 24 5527 756601 0
ls_cat 24 5531 901995 0
ls_cat 24 5534 1077470 2.891
ls_cat 24 5543 1544698 2.891
ls_cat 24 5547 1593884 7.463
ls_cat 24 5550 2360208 10.354
ls_cat 24 5551 2778272 10.354
ls_cat 24 5552 3329846 12.653
ls_cat 24 5555 3734506 12.653
ls_cat 24 5565 3794029 15.498
ls_cat 24 5568 3960662 15.498
ls_cat 24 5575 4810813 16.063
ls_cat 24 5580 4912932 18.914
ls_cat 24 5583 5560591 18.914
ls_cat 24 5588 5748104 18.914
ls_cat 24 5589 5842727 20.05
ls_cat 24 5591 5852400 20.05
ls_cat 24 5593 6029187 22.349
ls_cat 24 5596 6106990 24.064
ls_cat 24 5601 6258909 27.499
ls_cat 24 5604 6483373 27.499
ls_cat 24 5607 6738069 28.064
ls_cat 24 5609 6898192 28.064
ls_cat 24 5612 6899557 29.201
ls_cat 24 5615 7188298 29.201
ls_cat 24 5618 7312846 29.766
ls_cat 24 5626 7575281 29.766
ls_cat 24 5627 7601688 29.766
ls_cat 24 5635 7638376 30.902
ls_cat 24 5638 8025563 30.902
ls_cat 24 5639 8056087 32.704
ls_cat 24 5647 8183814 32.704
ls_cat 24 5649 8419330 32.704
ls_cat 24 5653 8471945 36.194
ls_cat 24 5659 9537314 36.194
ls_cat 39 7721 163662 0
ls_cat 39 7736 281201 0
ls_cat 39 7738 343033 1.053
ls_cat 39 7740 397189 1.053
ls_cat 39 7745 414812 1.772
ls_cat 39 7748 415176 1.772
