ls_swe "scaffold" "marker_nr" "position" "male_position"
ls_swe "24" 6915 1577788 3.285
ls_swe "24" 6918 1690637 3.285
ls_swe "24" 6922 2019744 3.285
ls_swe "24" 6924 2237883 3.285
ls_swe "24" 6929 2402873 4.925
ls_swe "24" 6933 2438181 4.925
ls_swe "24" 6936 2883439 5.738
ls_swe "24" 6938 3015451 5.738
ls_swe "24" 6942 3244150 5.738
ls_swe "24" 6944 3464625 6.293
ls_swe "24" 6949 4021216 6.293
ls_swe "24" 6959 4392546 8.554
ls_swe "24" 6965 4446545 15.441
ls_swe "24" 6971 5255674 16.559
ls_swe "24" 6975 5923626 17.676
ls_swe "24" 6976 6061141 17.676
ls_swe "24" 6978 6144479 17.676
ls_swe "24" 6979 6280624 18.232
ls_swe "24" 6982 6322813 18.232
ls_swe "24" 6989 6568175 26.635
ls_swe "24" 6993 6945855 27.752
ls_swe "24" 6995 7042880 30.012
ls_swe "24" 6999 7047078 30.012
ls_swe "24" 7014 7474893 34.64
ls_swe "24" 7017 7693489 38.665
ls_swe "24" 7018 8105520 40.351
ls_swe "24" 7033 8386981 42.585
ls_swe "24" 7048 10210220 43.703
ls_swe "24" 7059 10419887 47.061
ls_swe "24" 7062 10520812 47.061
ls_swe "24" 7063 10531118 47.061
ls_swe "24" 7067 10531479 47.061
ls_swe "24" 7068 10949329 47.061
ls_swe "24" 7072 10975347 55.464
ls_swe "24" 7076 11234750 55.464
ls_swe "24" 7079 11235093 58.894
ls_swe "24" 7084 11870418 59.45
ls_swe "24" 7089 12189207 59.45
ls_swe "24" 7090 12323902 59.45
ls_swe "24" 7092 12542748 59.45
ls_swe "24" 7094 12543098 59.45
ls_swe "24" 7098 12645048 59.45
ls_swe "24" 7101 12720510 59.45
ls_swe "24" 7112 13210292 59.45
ls_swe "24" 7113 13240068 59.45
ls_swe "24" 7114 13277758 59.45
ls_swe "14" 4337 846332 0
ls_swe "14" 4347 1645617 2.501
ls_swe "14" 4351 2492926 2.501
ls_swe "14" 4354 2497433 2.501
ls_swe "14" 4359 3068356 2.501
ls_swe "14" 4364 3075343 4.167
ls_swe "14" 4367 3399173 4.167
ls_swe "14" 4372 3583179 4.167
ls_swe "14" 4376 3590649 8.795
ls_swe "14" 4379 3824085 12.225
ls_swe "14" 4381 3851631 12.78
ls_swe "14" 4385 4701976 12.78
ls_swe "14" 4388 4858617 12.78
ls_swe "14" 4390 4931504 12.78
ls_swe "14" 4391 5284248 12.78
ls_swe "14" 4393 5463627 12.78
ls_swe "14" 4401 5488891 14.466
ls_swe "14" 4407 5957612 15.022
ls_swe "14" 4408 6008592 15.022
ls_swe "14" 4411 6184295 16.139
ls_swe "14" 4426 7767988 16.139
ls_swe "14" 4431 7805414 17.824
ls_swe "14" 4434 8202673 17.824
ls_swe "14" 4453 9172990 18.942
ls_swe "14" 4454 9595484 19.497
ls_swe "14" 4455 9725317 19.497
ls_swe "14" 4456 10192780 20.053
ls_swe "14" 4458 10356219 20.608
ls_swe "14" 4463 10377662 22.275
ls_swe "14" 4464 10754426 22.275
ls_swe "14" 4474 11137219 25.634
ls_swe "14" 4480 11221637 30.871
ls_swe "14" 4484 11460868 31.427
ls_swe "14" 4488 11534061 31.427
ls_swe "14" 4493 11789248 32.544
ls_swe "14" 4494 11793031 36.569
ls_swe "14" 4507 12606693 37.125
ls_swe "14" 4511 12706458 38.242
ls_swe "14" 4516 13114308 41.045
ls_swe "14" 4521 13206540 41.045
ls_swe "14" 4526 13662774 44.475
ls_swe "14" 4529 13982543 44.475
ls_swe "14" 4536 14062963 47.905
ls_swe "14" 4538 14656093 50.746
ls_swe "14" 4544 14983628 53.007
ls_swe "14" 4549 15025672 53.562
ls_swe "14" 4562 15868891 53.562
ls_swe "14" 4569 16017624 53.562
ls_swe "14" 4570 16124979 54.165
ls_swe "14" 4573 16259699 54.767
ls_swe "14" 4583 16833804 55.37
ls_swe "14" 4589 17230702 55.972
ls_swe "14" 4590 17708623 56.889
ls_swe "14" 4592 19204163 56.889
ls_swe "14" 4593 20005347 56.889
ls_swe "14" 4594 20197529 56.889
ls_swe "14" 4599 20291909 56.889
ls_swe "14" 4602 20613710 56.889
ls_swe "14" 4603 20875428 56.889
ls_swe "7" 2066 456352 0
ls_swe "7" 2068 462087 0
ls_swe "7" 2072 1528844 0
ls_swe "7" 2078 1702613 0
ls_swe "7" 2080 2362689 1.887
ls_swe "7" 2082 2748261 3.774
ls_swe "7" 2083 2808106 3.774
ls_swe "7" 2085 2995400 4.515
ls_swe "7" 2093 3519988 4.515
ls_swe "7" 2094 3557790 7.356
ls_swe "7" 2100 3850264 9.598
ls_swe "7" 2101 4046305 10.715
ls_swe "7" 2104 5796652 10.715
ls_swe "7" 2109 6104062 11.271
ls_swe "7" 2110 6239807 11.271
ls_swe "7" 2113 6547611 11.826
ls_swe "7" 2116 6928631 11.826
ls_swe "7" 2123 7116623 12.943
ls_swe "7" 2134 7150807 12.943
ls_swe "7" 2142 7343119 13.499
ls_swe "7" 2146 7445606 15.185
ls_swe "7" 2152 7734915 15.185
ls_swe "7" 2154 7860880 15.74
ls_swe "7" 2166 8151535 15.74
ls_swe "7" 2168 8496053 15.74
ls_swe "7" 2175 8564205 17.426
ls_swe "7" 2176 8674271 17.981
ls_swe "7" 2180 8781873 17.981
ls_swe "7" 2184 8955508 17.981
ls_swe "7" 2186 8960320 19.667
ls_swe "7" 2194 9929480 20.222
ls_swe "7" 2199 10096801 26.077
ls_swe "7" 2201 10104940 27.194
ls_swe "7" 2208 11416425 27.75
ls_swe "7" 2214 11809849 27.75
ls_swe "7" 2215 12140794 27.75
ls_swe "7" 2217 12307844 27.75
ls_swe "7" 2222 12437175 27.75
ls_swe "7" 2225 12912000 27.75
ls_swe "7" 2229 13046717 27.75
ls_swe "7" 2236 13168480 31.775
ls_swe "7" 2240 13272141 31.775
ls_swe "7" 2250 13871699 34.016
ls_swe "7" 2253 14406248 36.858
ls_swe "7" 2257 14739761 40.288
ls_swe "7" 2262 14762581 40.843
ls_swe "7" 2265 15671422 40.843
ls_swe "7" 2273 15846105 51.247
ls_swe "7" 2274 16149106 51.802
ls_swe "7" 2282 16423035 52.913
ls_swe "7" 2284 16911918 52.913
ls_swe "7" 2287 17157616 52.913
ls_swe "7" 2290 17770041 54.599
ls_swe "7" 2292 18085458 60.453
ls_swe "7" 2294 18363034 62.126
ls_swe "7" 2302 18834590 62.126
ls_swe "7" 2306 18945990 65.485
ls_swe "7" 2308 19310936 68.326
ls_swe "7" 2313 20237788 68.326
ls_swe "7" 2315 20255783 68.326
ls_swe "7" 2317 20828671 68.326
ls_swe "7" 2327 21386895 68.326
ls_swe "7" 2335 21448255 68.326
ls_swe "7" 2337 22016561 69.444
ls_swe "7" 2342 22031238 69.444
ls_swe "7" 2349 22218408 69.444
ls_swe "7" 2355 22271957 71.129
ls_swe "7" 2360 22504925 71.129
ls_swe "7" 2369 22792261 71.129
ls_swe "7" 2372 22792617 71.129
ls_swe "7" 2373 23041966 71.129
ls_swe "7" 2375 23145718 71.129
ls_swe "7" 2376 23172151 71.129
ls_swe "7" 2378 23658725 71.129
ls_swe "7" 2388 23673412 71.129
ls_swe "7" 2391 23945121 71.129
ls_swe "7" 2395 24081132 71.129
ls_swe "7" 2396 24140573 72.769
ls_swe "7" 2397 24245487 72.769
ls_swe "7" 2400 24290964 72.769
ls_swe "7" 2404 24455997 72.769
ls_swe "7" 2409 24689207 72.769
ls_swe "7" 2410 24873419 72.769
ls_swe "7" 2412 25244422 72.769
ls_swe "20" 5981 207041 0
ls_swe "20" 5987 728783 0
ls_swe "20" 5992 1352817 2.041
ls_swe "20" 5994 1547961 3.893
ls_swe "20" 5997 1548343 3.893
ls_swe "20" 6004 2964211 4.811
ls_swe "20" 6006 3342445 6.663
ls_swe "20" 6007 3364397 6.663
ls_swe "20" 6013 3380666 8.492
ls_swe "20" 6017 4277293 9.095
ls_swe "20" 6020 4517280 9.095
ls_swe "20" 6022 4725383 10.307
ls_swe "20" 6030 4732226 11.519
ls_swe "20" 6042 4829832 13.192
ls_swe "20" 6049 5070039 17.693
ls_swe "20" 6050 5166275 19.379
ls_swe "20" 6053 6132148 19.934
ls_swe "20" 6059 6530846 21.052
ls_swe "20" 6067 6774312 21.052
ls_swe "20" 6079 7259917 21.052
ls_swe "20" 6081 7560823 26.906
ls_swe "20" 6083 7571250 27.462
ls_swe "20" 6089 7672754 29.147
ls_swe "20" 6090 7683578 29.147
ls_swe "20" 6094 8087806 29.703
ls_swe "20" 6096 8130833 30.259
ls_swe "20" 6106 8466654 31.932
ls_swe "20" 6111 8634106 33.049
ls_swe "20" 6124 9053214 34.166
ls_swe "20" 6125 9229574 34.166
ls_swe "20" 6131 9256655 34.166
ls_swe "20" 6144 9492466 38.794
ls_swe "20" 6145 9654660 39.911
ls_swe "20" 6147 9885198 39.911
ls_swe "20" 6156 10231660 39.911
ls_swe "20" 6160 10329858 42.171
ls_swe "20" 6170 11180837 45.013
ls_swe "20" 6179 12049010 49.038
ls_swe "20" 6180 12257789 49.038
ls_swe "20" 6181 12350684 49.594
ls_swe "20" 6192 12568398 49.594
ls_swe "20" 6197 13019650 50.149
ls_swe "20" 6200 13020183 50.149
ls_swe "20" 6201 13265091 50.149
ls_swe "20" 6214 13491889 50.705
ls_swe "20" 6230 14192535 51.261
ls_swe "20" 6233 14219602 51.261
ls_swe "20" 6235 14636846 51.261
ls_swe "20" 6236 14886953 51.816
ls_swe "20" 6238 15216985 51.816
ls_swe "20" 6239 15320943 51.816
ls_swe "20" 6240 15422141 51.816
ls_swe "20" 6245 15596270 51.816
ls_swe "20" 6250 15628279 51.816
ls_swe "20" 6252 15677374 51.816
ls_swe "20" 6254 15893226 51.816
ls_swe "15" 4605 432172 0
ls_swe "15" 4609 1175269 0
ls_swe "15" 4610 1185401 0
ls_swe "15" 4614 2531222 2.522
ls_swe "15" 4617 2785884 4.188
ls_swe "15" 4618 2874559 4.188
ls_swe "15" 4622 3593033 4.188
ls_swe "15" 4633 3598896 4.188
ls_swe "15" 4635 3979039 4.188
ls_swe "15" 4640 4137834 6.189
ls_swe "15" 4643 4205222 6.189
ls_swe "15" 4656 4280042 6.847
ls_swe "15" 4657 4331665 6.847
ls_swe "15" 4658 4424943 6.847
ls_swe "15" 4664 4532063 7.964
ls_swe "15" 4665 4534665 7.964
ls_swe "15" 4667 4797177 7.964
ls_swe "15" 4683 5369880 7.964
ls_swe "15" 4687 5465018 8.519
ls_swe "15" 4690 5498218 10.78
ls_swe "15" 4691 5642198 12.465
ls_swe "15" 4693 5642542 12.465
ls_swe "15" 4700 5969193 12.465
ls_swe "15" 4706 6427841 16.49
ls_swe "15" 4708 6895958 16.49
ls_swe "15" 4711 7075936 16.49
ls_swe "15" 4718 7256856 19.888
ls_swe "15" 4721 7644787 19.888
ls_swe "15" 4728 8065536 19.888
ls_swe "15" 4739 9247172 22.148
ls_swe "15" 4746 9310485 22.148
ls_swe "15" 4750 9531471 22.704
ls_swe "15" 4759 9708778 22.704
ls_swe "15" 4772 10131935 23.821
ls_swe "15" 4776 10206386 23.821
ls_swe "15" 4781 11125036 24.938
ls_swe "15" 4791 11356124 24.938
ls_swe "15" 4792 11397291 28.368
ls_swe "15" 4795 11590674 30.054
ls_swe "15" 4799 11674738 30.054
ls_swe "15" 4802 11714767 31.171
ls_swe "15" 4811 12191817 32.857
ls_swe "15" 4814 12212527 37.384
ls_swe "15" 4817 12523619 37.384
ls_swe "15" 4822 12914229 38.501
ls_swe "15" 4833 13412260 39.057
ls_swe "15" 4835 13763692 40.174
ls_swe "15" 4840 14570617 43.016
ls_swe "15" 4846 14639766 44.701
ls_swe "15" 4853 15242784 47.504
ls_swe "15" 4856 15388414 48.06
ls_swe "15" 4860 15407111 48.615
ls_swe "15" 4865 16435525 51.457
ls_swe "15" 4867 16466194 53.143
ls_swe "15" 4870 16603812 54.26
ls_swe "15" 4881 17301350 54.26
ls_swe "15" 4883 17304565 54.26
ls_swe "15" 4885 17462995 54.26
ls_swe "15" 4886 17838044 54.26
ls_swe "15" 4888 18106110 54.862
ls_swe "15" 4890 18212118 54.862
ls_swe "15" 4897 18730901 57.956
ls_swe "15" 4899 18747362 57.956
ls_swe "15" 4900 19024263 57.956
ls_swe "15" 4908 19607952 57.956
ls_swe "17" 5120 347923 0
ls_swe "17" 5121 543075 0
ls_swe "17" 5122 845191 0
ls_swe "17" 5127 1168853 0
ls_swe "17" 5130 1651760 0
ls_swe "17" 5133 1900685 0
ls_swe "17" 5135 2014930 0
ls_swe "17" 5136 2102302 1.117
ls_swe "17" 5138 2236323 1.117
ls_swe "17" 5139 2969233 1.117
ls_swe "17" 5142 3160700 1.673
ls_swe "17" 5148 3407085 2.228
ls_swe "17" 5154 3407998 2.784
ls_swe "17" 5159 3558529 3.34
ls_swe "17" 5160 3684606 3.34
ls_swe "17" 5167 3831703 3.34
ls_swe "17" 5169 3998364 3.34
ls_swe "17" 5171 4164240 3.34
ls_swe "17" 5183 4880086 7.967
ls_swe "17" 5193 5628052 9.085
ls_swe "17" 5202 5638888 9.64
ls_swe "17" 5211 5906829 9.64
ls_swe "17" 5212 5925172 9.64
ls_swe "17" 5219 5936818 10.196
ls_swe "17" 5223 6089167 10.196
ls_swe "17" 5230 6235443 10.751
ls_swe "17" 5238 6766079 14.737
ls_swe "17" 5242 6776983 15.292
ls_swe "17" 5249 7130949 19.92
ls_swe "17" 5253 7413483 19.92
ls_swe "17" 5256 7580706 19.92
ls_swe "17" 5260 7606119 19.92
ls_swe "17" 5263 7770119 21.037
ls_swe "17" 5267 8019719 21.037
ls_swe "17" 5271 8064254 22.155
ls_swe "17" 5274 8761026 22.155
ls_swe "17" 5288 8769732 23.828
ls_swe "17" 5292 9564457 24.383
ls_swe "17" 5296 9770484 24.939
ls_swe "17" 5303 9872605 26.056
ls_swe "17" 5309 10862665 30.081
ls_swe "17" 5315 11105862 31.199
ls_swe "17" 5321 11324874 31.754
ls_swe "17" 5322 11378733 31.754
ls_swe "17" 5324 11379061 32.871
ls_swe "17" 5329 11674303 32.871
ls_swe "17" 5334 12370502 32.871
ls_swe "17" 5342 12437764 36.243
ls_swe "17" 5344 12655658 36.798
ls_swe "17" 5345 13164057 36.798
ls_swe "17" 5346 13164366 36.798
ls_swe "17" 5348 13221006 37.354
ls_swe "17" 5352 13280162 37.909
ls_swe "17" 5353 13632843 39.027
ls_swe "17" 5354 13718054 39.027
ls_swe "17" 5358 13909447 39.582
ls_swe "17" 5363 13910027 41.817
ls_swe "17" 5365 14465685 41.817
ls_swe "17" 5369 14886124 43.502
ls_swe "17" 5374 15373582 43.502
ls_swe "17" 5377 15397949 43.502
ls_swe "17" 5381 15678762 43.502
ls_swe "17" 5386 15771377 44.058
ls_swe "17" 5391 15810601 44.058
ls_swe "17" 5393 15846190 44.058
ls_swe "17" 5402 16453445 44.058
ls_swe "17" 5407 16891722 44.058
ls_swe "17" 5410 17329604 44.058
ls_swe "17" 5416 17535364 44.058
ls_swe "17" 5418 17777541 44.058
ls_swe "17" 5425 19333440 44.058
ls_swe "19" 5689 156509 0
ls_swe "19" 5690 436453 0
ls_swe "19" 5696 1450807 0
ls_swe "19" 5702 1634538 0
ls_swe "19" 5712 2210010 0
ls_swe "19" 5717 2306128 0
ls_swe "19" 5725 2540532 3.43
ls_swe "19" 5728 2802815 3.43
ls_swe "19" 5730 2804768 3.43
ls_swe "19" 5732 2841865 3.43
ls_swe "19" 5745 2956357 10.86
ls_swe "19" 5755 2992874 11.416
ls_swe "19" 5756 3247672 11.416
ls_swe "19" 5759 3980005 11.416
ls_swe "19" 5763 4273451 11.416
ls_swe "19" 5780 5520122 11.972
ls_swe "19" 5786 5520689 11.972
ls_swe "19" 5789 5530916 12.527
ls_swe "19" 5793 5715976 13.644
ls_swe "19" 5794 5734508 13.644
ls_swe "19" 5799 5996731 17.603
ls_swe "19" 5802 6120521 18.159
ls_swe "19" 5807 6574710 18.715
ls_swe "19" 5811 7085811 18.715
ls_swe "19" 5819 7615580 23.342
ls_swe "19" 5825 7787313 24.46
ls_swe "19" 5830 7885968 26.701
ls_swe "19" 5839 8170717 28.961
ls_swe "19" 5847 8266862 30.078
ls_swe "19" 5851 8631491 30.634
ls_swe "19" 5853 8640099 32.319
ls_swe "19" 5854 8656462 32.319
ls_swe "19" 5858 9196903 34.005
ls_swe "19" 5859 9267531 34.005
ls_swe "19" 5862 9883739 34.561
ls_swe "19" 5865 9981911 35.678
ls_swe "19" 5874 10258015 36.233
ls_swe "19" 5876 10382961 39.663
ls_swe "19" 5879 10512990 39.663
ls_swe "19" 5881 10684188 39.663
ls_swe "19" 5889 10777672 39.663
ls_swe "19" 5890 10978524 40.781
ls_swe "19" 5895 11140477 41.892
ls_swe "19" 5902 11161781 48.24
ls_swe "19" 5904 11324951 48.24
ls_swe "19" 5912 11707161 50.481
ls_swe "19" 5919 11998763 51.593
ls_swe "19" 5925 12198990 51.593
ls_swe "19" 5931 12815685 52.406
ls_swe "19" 5933 13456286 52.406
ls_swe "19" 5937 13510264 52.406
ls_swe "19" 5942 14695918 52.406
ls_swe "19" 5945 14835932 53.219
ls_swe "19" 5954 15288863 53.219
ls_swe "19" 5958 15457192 53.219
ls_swe "19" 5962 15517192 54.271
ls_swe "19" 5966 15572973 54.271
ls_swe "19" 5977 15968532 54.271
ls_swe "19" 5978 16230499 54.271
ls_swe "21" 6269 2590254 0
ls_swe "21" 6270 2628218 0
ls_swe "21" 6272 2794661 0
ls_swe "21" 6280 2836420 0
ls_swe "21" 6287 3543670 1.22
ls_swe "21" 6289 3576025 1.22
ls_swe "21" 6291 3629224 2.337
ls_swe "21" 6293 3795522 3.448
ls_swe "21" 6294 3987134 3.448
ls_swe "21" 6299 4106318 3.448
ls_swe "21" 6301 4187445 4.565
ls_swe "21" 6306 4339445 4.565
ls_swe "21" 6323 4860868 4.565
ls_swe "21" 6328 5018406 6.826
ls_swe "21" 6330 5429040 9.086
ls_swe "21" 6335 5607206 9.086
ls_swe "21" 6352 5733832 12.981
ls_swe "21" 6358 6848287 14.099
ls_swe "21" 6368 6982372 16.94
ls_swe "21" 6371 7205858 19.2
ls_swe "21" 6376 8020530 20.886
ls_swe "21" 6378 8218160 22.003
ls_swe "21" 6387 8472774 22.003
ls_swe "21" 6389 8481838 22.559
ls_swe "21" 6394 8809503 24.819
ls_swe "21" 6399 8831284 27.635
ls_swe "21" 6403 9715133 30.477
ls_swe "21" 6407 9977501 32.162
ls_swe "21" 6416 10772179 35.004
ls_swe "21" 6418 11214771 35.559
ls_swe "21" 6426 11372559 35.559
ls_swe "21" 6431 11476638 37.82
ls_swe "21" 6440 12125119 38.375
ls_swe "21" 6444 12622817 40.061
ls_swe "21" 6447 12828788 41.746
ls_swe "21" 6451 13652240 42.302
ls_swe "21" 6456 13658510 42.302
ls_swe "21" 6457 13897231 42.302
ls_swe "21" 6460 14235397 42.302
ls_swe "21" 6464 14423026 42.302
ls_swe "21" 6470 14865377 42.302
ls_swe "21" 6471 15028779 42.302
ls_swe "25" 7118 616512 0
ls_swe "25" 7121 656004 0
ls_swe "25" 7122 689272 0
ls_swe "25" 7126 995851 0
ls_swe "25" 7133 1796323 0
ls_swe "25" 7135 1842459 0
ls_swe "25" 7137 1847652 0.719
ls_swe "25" 7140 1884116 0.719
ls_swe "25" 7142 2136653 0.719
ls_swe "25" 7146 3288292 0.719
ls_swe "25" 7147 3293187 1.275
ls_swe "25" 7148 3342848 1.275
ls_swe "25" 7152 3370679 1.275
ls_swe "25" 7154 3824675 2.961
ls_swe "25" 7156 3874476 2.961
ls_swe "25" 7164 4365190 2.961
ls_swe "25" 7165 4754461 5.221
ls_swe "25" 7169 4794599 5.221
ls_swe "25" 7179 4809227 6.906
ls_swe "25" 7185 4898605 6.906
ls_swe "25" 7193 5518964 7.462
ls_swe "25" 7201 5604993 13.173
ls_swe "25" 7205 6019891 16.014
ls_swe "25" 7212 6920868 17.132
ls_swe "25" 7219 7406270 17.687
ls_swe "25" 7220 7622144 17.687
ls_swe "25" 7225 7656838 17.687
ls_swe "25" 7226 8223283 21.117
ls_swe "25" 7233 8308892 22.784
ls_swe "25" 7236 8558033 23.901
ls_swe "25" 7240 8951976 24.457
ls_swe "25" 7242 8996825 24.457
ls_swe "25" 7245 9413531 25.568
ls_swe "25" 7247 9678712 26.123
ls_swe "25" 7254 10243582 26.679
ls_swe "25" 7259 10389933 28.914
ls_swe "25" 7268 10979426 30.599
ls_swe "25" 7271 10981403 30.599
ls_swe "25" 7274 11345657 30.599
ls_swe "25" 7275 11560734 31.717
ls_swe "25" 7282 11984909 32.834
ls_swe "25" 7283 12012962 32.834
ls_swe "25" 7284 12486981 32.834
ls_swe "25" 7290 12488839 32.834
ls_swe "25" 7294 12604086 32.834
ls_swe "25" 7296 12858482 32.834
ls_swe "25" 7299 13028076 32.834
ls_swe "25" 7300 13421062 32.834
ls_swe "3" 744 410603 0
ls_swe "3" 753 920342 0
ls_swe "3" 756 939246 0
ls_swe "3" 760 981333 0
ls_swe "3" 769 2272224 0
ls_swe "3" 778 2527079 0.826
ls_swe "3" 781 3196287 0.826
ls_swe "3" 784 3213666 0.826
ls_swe "3" 786 3272087 0.826
ls_swe "3" 787 3341949 0.826
ls_swe "3" 795 3703639 0.826
ls_swe "3" 802 3904610 1.484
ls_swe "3" 806 4234179 10.016
ls_swe "3" 812 4632124 11.34
ls_swe "3" 816 5163622 12.665
ls_swe "3" 819 5333405 13.323
ls_swe "3" 822 5590622 13.981
ls_swe "3" 824 5915892 17.36
ls_swe "3" 826 5965072 17.36
ls_swe "3" 831 6317611 17.36
ls_swe "3" 841 6488493 18.471
ls_swe "3" 845 6563383 18.471
ls_swe "3" 849 6606421 19.027
ls_swe "3" 862 6656291 22.457
ls_swe "3" 868 6770236 23.574
ls_swe "3" 869 7218300 24.13
ls_swe "3" 876 7444575 24.13
ls_swe "3" 882 7548586 24.13
ls_swe "3" 887 7619969 25.803
ls_swe "3" 891 8125659 25.803
ls_swe "3" 893 8347278 26.92
ls_swe "3" 894 8375239 27.476
ls_swe "3" 899 8922764 27.476
ls_swe "3" 915 9360194 32.103
ls_swe "3" 923 9926818 32.103
ls_swe "3" 925 10817272 32.659
ls_swe "3" 930 11033948 33.776
ls_swe "3" 933 12171294 33.776
ls_swe "3" 936 12226396 36.618
ls_swe "3" 942 13305794 37.173
ls_swe "3" 944 13525717 37.729
ls_swe "3" 950 14177204 37.729
ls_swe "3" 951 14656162 37.729
ls_swe "3" 952 14873573 39.415
ls_swe "3" 955 15569286 39.415
ls_swe "3" 957 16431352 41.675
ls_swe "3" 958 16818655 41.675
ls_swe "3" 961 17438894 42.23
ls_swe "3" 963 17547180 42.23
ls_swe "3" 966 17781558 43.348
ls_swe "3" 969 18349210 43.903
ls_swe "3" 973 18456403 46.144
ls_swe "3" 985 18640427 48.405
ls_swe "3" 994 18841881 48.405
ls_swe "3" 997 19003933 50.665
ls_swe "3" 1006 21457637 55.293
ls_swe "3" 1009 21890511 55.293
ls_swe "3" 1013 21921239 55.293
ls_swe "3" 1016 21936891 56.41
ls_swe "3" 1020 21977012 56.41
ls_swe "3" 1023 22367690 58.095
ls_swe "3" 1034 22378151 60.892
ls_swe "3" 1040 22473172 60.892
ls_swe "3" 1045 22658880 60.892
ls_swe "3" 1050 23148618 62.578
ls_swe "3" 1053 23481928 62.578
ls_swe "3" 1055 23765631 63.695
ls_swe "3" 1060 24120112 67.053
ls_swe "3" 1063 24814544 67.609
ls_swe "3" 1066 24895265 68.726
ls_swe "3" 1071 25126461 68.726
ls_swe "3" 1072 25438181 70.412
ls_swe "3" 1093 26956005 72.647
ls_swe "3" 1100 27962422 72.647
ls_swe "3" 1102 27983869 73.764
ls_swe "3" 1110 28654787 73.764
ls_swe "3" 1112 28832943 73.764
ls_swe "3" 1117 29155195 73.764
ls_swe "3" 1124 29752761 73.764
ls_swe "3" 1125 29782238 73.764
ls_swe "29" 7763 335570 0
ls_swe "29" 7773 1794133 0
ls_swe "29" 7777 1831489 0
ls_swe "29" 7782 2102455 0
ls_swe "29" 7787 2151981 0
ls_swe "29" 7794 2184410 0
ls_swe "29" 7798 2280736 0
ls_swe "29" 7800 2479260 2.235
ls_swe "29" 7810 3222651 3.352
ls_swe "29" 7821 3302922 5.593
ls_swe "29" 7824 3993519 5.593
ls_swe "29" 7826 4313800 8.435
ls_swe "29" 7832 4364863 10.695
ls_swe "29" 7850 5552986 13.537
ls_swe "29" 7861 5798242 14.654
ls_swe "29" 7864 6047711 16.34
ls_swe "29" 7866 6125069 16.895
ls_swe "29" 7875 6155358 16.895
ls_swe "29" 7880 6207623 18.013
ls_swe "29" 7888 6519792 21.41
ls_swe "29" 7889 6884257 21.41
ls_swe "29" 7891 6884563 26.647
ls_swe "29" 7896 7020193 26.647
ls_swe "29" 7898 7075164 26.647
ls_swe "29" 7914 7181755 30.025
ls_swe "29" 7920 7582901 31.71
ls_swe "29" 7924 7951142 32.266
ls_swe "29" 7927 8517626 35.696
ls_swe "29" 7944 8942159 35.696
ls_swe "29" 7956 10253581 35.696
ls_swe "29" 7958 10721894 35.696
ls_swe "16" 4921 827205 0
ls_swe "16" 4925 1750387 3.705
ls_swe "16" 4926 1856149 4.505
ls_swe "16" 4932 2089946 4.505
ls_swe "16" 4934 2352074 8.143
ls_swe "16" 4935 2489483 10.404
ls_swe "16" 4937 2884991 12.089
ls_swe "16" 4943 3254941 16.114
ls_swe "16" 4948 3303521 16.114
ls_swe "16" 4960 4819404 16.114
ls_swe "16" 4962 5282142 16.114
ls_swe "16" 4966 5422946 18.956
ls_swe "16" 4970 7233041 18.956
ls_swe "16" 4978 8031472 22.386
ls_swe "16" 4991 8252216 25.202
ls_swe "16" 4993 8257435 25.757
ls_swe "16" 4995 9093107 27.443
ls_swe "16" 4999 9537042 27.998
ls_swe "16" 5005 9985116 27.998
ls_swe "16" 5009 10133447 33.236
ls_swe "16" 5015 10307798 33.236
ls_swe "16" 5022 10487469 36.633
ls_swe "16" 5025 10830811 37.189
ls_swe "16" 5026 10941001 41.816
ls_swe "16" 5027 12600436 42.934
ls_swe "16" 5030 12646944 42.934
ls_swe "16" 5032 13167823 43.489
ls_swe "16" 5035 13177763 44.606
ls_swe "16" 5044 13917268 46.292
ls_swe "16" 5046 14342745 52.147
ls_swe "16" 5048 14851662 55.577
ls_swe "16" 5051 15173146 55.577
ls_swe "16" 5055 15188397 55.577
ls_swe "16" 5056 15416956 57.837
ls_swe "16" 5072 17085785 57.837
ls_swe "16" 5075 17110745 57.837
ls_swe "16" 5077 17390612 57.837
ls_swe "16" 5079 17448082 58.392
ls_swe "16" 5086 17554998 58.392
ls_swe "16" 5087 17580913 58.392
ls_swe "16" 5090 17721416 59.05
ls_swe "16" 5092 17950517 59.05
ls_swe "16" 5097 19061958 59.775
ls_swe "16" 5103 19390773 59.775
ls_swe "16" 5111 20148093 59.775
ls_swe "8" 2414 71052 0
ls_swe "8" 2422 497283 0
ls_swe "8" 2427 1996432 3.949
ls_swe "8" 2429 2220555 3.949
ls_swe "8" 2432 2409088 3.949
ls_swe "8" 2437 2414362 3.949
ls_swe "8" 2445 2442938 5.635
ls_swe "8" 2447 2443244 5.635
ls_swe "8" 2449 2862726 6.191
ls_swe "8" 2454 3788430 10.216
ls_swe "8" 2464 4483626 10.216
ls_swe "8" 2465 4966905 13.646
ls_swe "8" 2467 5159180 15.887
ls_swe "8" 2468 5172319 16.442
ls_swe "8" 2469 5637254 16.998
ls_swe "8" 2470 5826575 17.553
ls_swe "8" 2473 6200672 17.553
ls_swe "8" 2475 6466271 17.553
ls_swe "8" 2490 6606460 17.553
ls_swe "8" 2495 6711428 17.553
ls_swe "8" 2506 6739790 18.109
