"set" "map" "mkr" "phys" "gen" "vld" "loess" "sc" "chr_length" "chr_start" "genome_pos" "rel_pos" "pos_group" "chr_type"
"471" "ls_cat" 8 2169 7452971 20.002 TRUE 4.5 "HiC_scaffold_8" 14171155 147905305 155358276 52.5925445032533 "1" "Autosome"
"472" "ls_cat" 8 2171 7456632 20.002 TRUE 4.74 "HiC_scaffold_8" 14171155 147905305 155361937 52.6183786713221 "1" "Autosome"
"473" "ls_cat" 8 2177 7885327 21.704 TRUE 5.68 "HiC_scaffold_8" 14171155 147905305 155790632 55.6435025938253 "1" "Autosome"
"474" "ls_cat" 8 2195 7961932 23.97 TRUE 7.17 "HiC_scaffold_8" 14171155 147905305 155867237 56.1840725050287 "1" "Autosome"
"475" "ls_cat" 8 2197 8108346 25.685 TRUE 6.09 "HiC_scaffold_8" 14171155 147905305 156013651 57.2172557564997 "1" "Autosome"
"476" "ls_cat" 8 2208 8793227 27.964 TRUE 5.39 "HiC_scaffold_8" 14171155 147905305 156698532 62.0501786904455 "2" "Autosome"
"477" "ls_cat" 8 2215 8815619 30.23 TRUE 5.29 "HiC_scaffold_8" 14171155 147905305 156720924 62.208189805277 "2" "Autosome"
"478" "ls_cat" 8 2224 9727820 33.666 TRUE 3.06 "HiC_scaffold_8" 14171155 147905305 157633125 68.6452162861813 "2" "Autosome"
"479" "ls_cat" 8 2227 10074833 33.666 TRUE 2.81 "HiC_scaffold_8" 14171155 147905305 157980138 71.0939440010359 "3" "Autosome"
"480" "ls_cat" 8 2233 10455438 33.666 TRUE 2.01 "HiC_scaffold_8" 14171155 147905305 158360743 73.7797166144891 "3" "Autosome"
"481" "ls_cat" 8 2237 10607443 34.231 TRUE 2.4 "HiC_scaffold_8" 14171155 147905305 158512748 74.8523532485531 "3" "Autosome"
"482" "ls_cat" 8 2245 10811298 35.361 TRUE 2.4 "HiC_scaffold_8" 14171155 147905305 158716603 76.2908739619318 "3" "Autosome"
"483" "ls_cat" 8 2247 10913706 35.926 TRUE 2.58 "HiC_scaffold_8" 14171155 147905305 158819011 77.0135250090765 "3" "Autosome"
"484" "ls_cat" 8 2249 10924152 35.926 TRUE 2.31 "HiC_scaffold_8" 14171155 147905305 158829457 77.087238125615 "3" "Autosome"
"485" "ls_cat" 8 2250 11100745 35.926 TRUE 2.25 "HiC_scaffold_8" 14171155 147905305 159006050 78.3333821413992 "3" "Autosome"
"486" "ls_cat" 8 2251 11333600 36.645 TRUE 3.47 "HiC_scaffold_8" 14171155 147905305 159238905 79.976543902032 "3" "Autosome"
"487" "ls_cat" 8 2254 11495855 38.095 TRUE 2.05 "HiC_scaffold_8" 14171155 147905305 159401160 81.1215105614186 "4" "Autosome"
"488" "ls_cat" 8 2255 12130515 38.095 TRUE 0.73 "HiC_scaffold_8" 14171155 147905305 160035820 85.6000445976351 "4" "Autosome"
"489" "ls_cat" 8 2264 12636412 38.095 TRUE 2.35 "HiC_scaffold_8" 14171155 147905305 160541717 89.16995121428 "4" "Autosome"
"490" "ls_cat" 8 2270 13192674 38.095 TRUE 4.49 "HiC_scaffold_8" 14171155 147905305 161097979 93.0952628773025 "5" "Autosome"
"491" "ls_cat" 8 2273 13450404 38.095 TRUE 5.54 "HiC_scaffold_8" 14171155 147905305 161355709 94.9139572603645 "5" "Autosome"
"492" "ls_cat" 8 2279 13664695 43.984 TRUE 6.62 "HiC_scaffold_8" 14171155 147905305 161570000 96.4261205244033 "5" "Autosome"
"493" "ls_cat" 8 2281 13722133 43.984 TRUE NA "HiC_scaffold_8" 14171155 147905305 161627438 96.8314368165474 "5" "Autosome"
"494" "ls_cat" 9 2289 881127 0 TRUE NA "HiC_scaffold_9" 13621015 162076460 162957587 6.46887915474728 "5" "Autosome"
"495" "ls_cat" 9 2303 2302222 0.654 TRUE 1.44 "HiC_scaffold_9" 13621015 162076460 164378682 16.9019856449758 "4" "Autosome"
"496" "ls_cat" 9 2305 3069829 1.969 TRUE 3.44 "HiC_scaffold_9" 13621015 162076460 165146289 22.5374467321268 "3" "Autosome"
"497" "ls_cat" 9 2307 3329337 1.969 TRUE 5.57 "HiC_scaffold_9" 13621015 162076460 165405797 24.4426498318958 "3" "Autosome"
"498" "ls_cat" 9 2311 4026312 1.969 TRUE 6.93 "HiC_scaffold_9" 13621015 162076460 166102772 29.5595592545783 "3" "Autosome"
"499" "ls_cat" 9 2316 4036090 7.3 TRUE 6.97 "HiC_scaffold_9" 13621015 162076460 166112550 29.6313453879905 "3" "Autosome"
"500" "ls_cat" 9 2318 4087527 7.3 TRUE 8.76 "HiC_scaffold_9" 13621015 162076460 166163987 30.0089751020757 "2" "Autosome"
"501" "ls_cat" 9 2328 4160743 9.014 TRUE 7.45 "HiC_scaffold_9" 13621015 162076460 166237203 30.5464974526495 "2" "Autosome"
"502" "ls_cat" 9 2330 4161582 10.729 TRUE 7.45 "HiC_scaffold_9" 13621015 162076460 166238042 30.5526570523562 "2" "Autosome"
"503" "ls_cat" 9 2332 4873049 16.688 TRUE 8.04 "HiC_scaffold_9" 13621015 162076460 166949509 35.7759608957189 "2" "Autosome"
"504" "ls_cat" 9 2333 5059914 16.688 TRUE 8.1 "HiC_scaffold_9" 13621015 162076460 167136374 37.1478483798748 "2" "Autosome"
"505" "ls_cat" 9 2334 5618487 16.688 TRUE 8.71 "HiC_scaffold_9" 13621015 162076460 167694947 41.2486661236332 "1" "Autosome"
"506" "ls_cat" 9 2346 5832885 17.818 TRUE 17.78 "HiC_scaffold_9" 13621015 162076460 167909345 42.8226897922071 "1" "Autosome"
"507" "ls_cat" 9 2354 6133659 27.727 TRUE 11.24 "HiC_scaffold_9" 13621015 162076460 168210119 45.0308512251106 "1" "Autosome"
"508" "ls_cat" 9 2357 6319089 28.864 TRUE 10.71 "HiC_scaffold_9" 13621015 162076460 168395549 46.3922035178729 "1" "Autosome"
"509" "ls_cat" 9 2365 6436762 29.428 TRUE 14 "HiC_scaffold_9" 13621015 162076460 168513222 47.2561112369379 "1" "Autosome"
"510" "ls_cat" 9 2366 6514777 32.918 TRUE 10.79 "HiC_scaffold_9" 13621015 162076460 168591237 47.8288659105067 "1" "Autosome"
"511" "ls_cat" 9 2368 6820565 36.973 TRUE 9.47 "HiC_scaffold_9" 13621015 162076460 168897025 50.073838109715 "1" "Autosome"
"512" "ls_cat" 9 2370 7176539 38.109 TRUE 3.67 "HiC_scaffold_9" 13621015 162076460 169252999 52.6872556854243 "1" "Autosome"
"513" "ls_cat" 9 2375 7505672 38.109 TRUE 3.52 "HiC_scaffold_9" 13621015 162076460 169582132 55.1036174616943 "1" "Autosome"
"514" "ls_cat" 9 2382 7776165 39.246 TRUE 2.09 "HiC_scaffold_9" 13621015 162076460 169852625 57.089468002201 "1" "Autosome"
"515" "ls_cat" 9 2390 8468630 40.382 TRUE 1.69 "HiC_scaffold_9" 13621015 162076460 170545090 62.1732668233608 "2" "Autosome"
"516" "ls_cat" 9 2391 8554747 40.947 TRUE 1.77 "HiC_scaffold_9" 13621015 162076460 170631207 62.8055031141218 "2" "Autosome"
"517" "ls_cat" 9 2400 8620900 40.947 TRUE 0.31 "HiC_scaffold_9" 13621015 162076460 170697360 63.2911717665681 "2" "Autosome"
"518" "ls_cat" 9 2401 8804497 40.947 TRUE 1.29 "HiC_scaffold_9" 13621015 162076460 170880957 64.6390669124144 "2" "Autosome"
"519" "ls_cat" 9 2409 8821676 40.947 TRUE 2.38 "HiC_scaffold_9" 13621015 162076460 170898136 64.7651882036691 "2" "Autosome"
"520" "ls_cat" 9 2410 8878895 40.947 TRUE 3.85 "HiC_scaffold_9" 13621015 162076460 170955355 65.1852670303938 "2" "Autosome"
"521" "ls_cat" 9 2419 9008783 40.947 TRUE 5.98 "HiC_scaffold_9" 13621015 162076460 171085243 66.1388523542482 "2" "Autosome"
"522" "ls_cat" 9 2421 9061064 41.512 TRUE 8.76 "HiC_scaffold_9" 13621015 162076460 171137524 66.5226783760241 "2" "Autosome"
"523" "ls_cat" 9 2423 9200049 42.077 TRUE 12.43 "HiC_scaffold_9" 13621015 162076460 171276509 67.5430502058767 "2" "Autosome"
"524" "ls_cat" 9 2430 9228543 42.077 TRUE 13.94 "HiC_scaffold_9" 13621015 162076460 171305003 67.7522416648099 "2" "Autosome"
"525" "ls_cat" 9 2432 9326463 47.973 TRUE 15.04 "HiC_scaffold_9" 13621015 162076460 171402923 68.4711308224828 "2" "Autosome"
"526" "ls_cat" 9 2441 9539419 49.109 TRUE 10.93 "HiC_scaffold_9" 13621015 162076460 171615879 70.0345679084855 "3" "Autosome"
"527" "ls_cat" 9 2443 9547376 49.674 TRUE 11.94 "HiC_scaffold_9" 13621015 162076460 171623836 70.0929849941432 "3" "Autosome"
"528" "ls_cat" 9 2450 9715294 51.375 TRUE 8.38 "HiC_scaffold_9" 13621015 162076460 171791754 71.3257712439198 "3" "Autosome"
"529" "ls_cat" 9 2453 10198342 51.375 TRUE 2.68 "HiC_scaffold_9" 13621015 162076460 172274802 74.8721148901165 "3" "Autosome"
"530" "ls_cat" 9 2458 10228272 52.658 TRUE 2.05 "HiC_scaffold_9" 13621015 162076460 172304732 75.09184888204 "3" "Autosome"
"531" "ls_cat" 9 2466 10504099 52.658 TRUE 1.94 "HiC_scaffold_9" 13621015 162076460 172580559 77.1168594998244 "3" "Autosome"
"532" "ls_cat" 9 2470 10531031 53.295 TRUE 1.88 "HiC_scaffold_9" 13621015 162076460 172607491 77.3145833845716 "3" "Autosome"
"533" "ls_cat" 9 2476 10757987 53.295 TRUE 0.87 "HiC_scaffold_9" 13621015 162076460 172834447 78.9808028256338 "3" "Autosome"
"534" "ls_cat" 9 2480 11399511 53.295 TRUE 0.39 "HiC_scaffold_9" 13621015 162076460 173475971 83.6906133647162 "4" "Autosome"
"535" "ls_cat" 9 2487 11825051 53.295 TRUE 0.02 "HiC_scaffold_9" 13621015 162076460 173901511 86.8147564627159 "4" "Autosome"
"536" "ls_cat" 9 2492 12864411 53.295 TRUE NA "HiC_scaffold_9" 13621015 162076460 174940871 94.4453185023289 "5" "Autosome"
"537" "ls_cat" 10 2500 773109 0 TRUE NA "HiC_scaffold_10" 13041722 175697475 176470584 5.92796718102103 "5" "Autosome"
"538" "ls_cat" 10 2501 1305491 0 TRUE 3.39 "HiC_scaffold_10" 13041722 175697475 177002966 10.0101121615688 "4" "Autosome"
"539" "ls_cat" 10 2502 1496838 0 TRUE 3.45 "HiC_scaffold_10" 13041722 175697475 177194313 11.4773033806425 "4" "Autosome"
"540" "ls_cat" 10 2514 1907166 2.858 TRUE 3.55 "HiC_scaffold_10" 13041722 175697475 177604641 14.6235750156306 "4" "Autosome"
"541" "ls_cat" 10 2520 1933833 3.652 TRUE 3.54 "HiC_scaffold_10" 13041722 175697475 177631308 14.8280495474447 "4" "Autosome"
"542" "ls_cat" 10 2523 2121268 3.652 TRUE 3.55 "HiC_scaffold_10" 13041722 175697475 177818743 16.2652447276518 "4" "Autosome"
"543" "ls_cat" 10 2525 2277980 3.652 TRUE 4 "HiC_scaffold_10" 13041722 175697475 177975455 17.4668651885081 "4" "Autosome"
"544" "ls_cat" 10 2531 2418420 6.346 TRUE 3.51 "HiC_scaffold_10" 13041722 175697475 178115895 18.5437168496614 "4" "Autosome"
"545" "ls_cat" 10 2536 2791318 6.346 TRUE 3.22 "HiC_scaffold_10" 13041722 175697475 178488793 21.4029865074566 "3" "Autosome"
"546" "ls_cat" 10 2541 3086259 6.346 TRUE 3.44 "HiC_scaffold_10" 13041722 175697475 178783734 23.6645053467633 "3" "Autosome"
"547" "ls_cat" 10 2551 4198280 9.835 TRUE 6.33 "HiC_scaffold_10" 13041722 175697475 179895755 32.1911477640759 "2" "Autosome"
"548" "ls_cat" 10 2559 4700380 17.445 TRUE 7.5 "HiC_scaffold_10" 13041722 175697475 180397855 36.0410994805747 "2" "Autosome"
"549" "ls_cat" 10 2562 4739072 17.445 TRUE 7.72 "HiC_scaffold_10" 13041722 175697475 180436547 36.3377780940278 "2" "Autosome"
"550" "ls_cat" 10 2566 4979378 18.01 TRUE 6.66 "HiC_scaffold_10" 13041722 175697475 180676853 38.1803721931812 "2" "Autosome"
"551" "ls_cat" 10 2573 5054369 18.575 TRUE 6.07 "HiC_scaffold_10" 13041722 175697475 180751844 38.7553806161487 "2" "Autosome"
"552" "ls_cat" 10 2581 5742140 20.29 TRUE 8.34 "HiC_scaffold_10" 13041722 175697475 181439615 44.0290016916478 "1" "Autosome"
"553" "ls_cat" 10 2584 5922811 22.004 TRUE 10.99 "HiC_scaffold_10" 13041722 175697475 181620286 45.4143325551641 "1" "Autosome"
"554" "ls_cat" 10 2591 6007045 22.004 TRUE 14.59 "HiC_scaffold_10" 13041722 175697475 181704520 46.0602135208832 "1" "Autosome"
"555" "ls_cat" 10 2592 6076156 23.141 TRUE 13.25 "HiC_scaffold_10" 13041722 175697475 181773631 46.5901358731615 "1" "Autosome"
"556" "ls_cat" 10 2593 6076496 23.141 TRUE 13.25 "HiC_scaffold_10" 13041722 175697475 181773971 46.5927428908544 "1" "Autosome"
"557" "ls_cat" 10 2604 6525908 33.499 TRUE 13.47 "HiC_scaffold_10" 13041722 175697475 182223383 50.0386988773415 "1" "Autosome"
"558" "ls_cat" 10 2608 6570356 33.499 TRUE 12.18 "HiC_scaffold_10" 13041722 175697475 182267831 50.3795127667957 "1" "Autosome"
"559" "ls_cat" 10 2613 6847565 33.499 TRUE 6.88 "HiC_scaffold_10" 13041722 175697475 182545040 52.505067965718 "1" "Autosome"
"560" "ls_cat" 10 2614 7000545 33.499 TRUE 8.79 "HiC_scaffold_10" 13041722 175697475 182698020 53.6780725735451 "1" "Autosome"
"561" "ls_cat" 10 2618 7161554 33.499 TRUE 10.2 "HiC_scaffold_10" 13041722 175697475 182859029 54.9126411374204 "1" "Autosome"
"562" "ls_cat" 10 2625 7316807 43.408 TRUE 15.95 "HiC_scaffold_10" 13041722 175697475 183014282 56.1030744252945 "1" "Autosome"
"563" "ls_cat" 10 2631 7754839 43.973 TRUE 10.92 "HiC_scaffold_10" 13041722 175697475 183452314 59.46177199606 "1" "Autosome"
"564" "ls_cat" 10 2635 7846387 43.973 TRUE 9.82 "HiC_scaffold_10" 13041722 175697475 183543862 60.1637345129731 "2" "Autosome"
"565" "ls_cat" 10 2644 7919259 49.117 TRUE 9.15 "HiC_scaffold_10" 13041722 175697475 183616734 60.7224950815544 "2" "Autosome"
"566" "ls_cat" 10 2647 7933835 49.117 TRUE 8.84 "HiC_scaffold_10" 13041722 175697475 183631310 60.8342594635892 "2" "Autosome"
"567" "ls_cat" 10 2658 8178560 49.117 TRUE 6.28 "HiC_scaffold_10" 13041722 175697475 183876035 62.7107371250514 "2" "Autosome"
"568" "ls_cat" 10 2660 8571303 50.253 TRUE 1.39 "HiC_scaffold_10" 13041722 175697475 184268778 65.7221722714224 "2" "Autosome"
"569" "ls_cat" 10 2669 8969786 50.818 TRUE 1.73 "HiC_scaffold_10" 13041722 175697475 184667261 68.777620010609 "2" "Autosome"
"570" "ls_cat" 10 2672 9202813 50.818 TRUE 1.62 "HiC_scaffold_10" 13041722 175697475 184900288 70.5644009280369 "3" "Autosome"
"571" "ls_cat" 10 2673 9230156 50.818 TRUE 1.49 "HiC_scaffold_10" 13041722 175697475 184927631 70.7740588244405 "3" "Autosome"
"572" "ls_cat" 10 2683 10603364 51.948 TRUE 1.64 "HiC_scaffold_10" 13041722 175697475 186300839 81.3034045657468 "4" "Autosome"
"573" "ls_cat" 10 2685 10910733 52.667 TRUE 1.96 "HiC_scaffold_10" 13041722 175697475 186608208 83.6602175694283 "4" "Autosome"
"574" "ls_cat" 10 2691 10911308 52.667 TRUE 1.96 "HiC_scaffold_10" 13041722 175697475 186608783 83.664626496409 "4" "Autosome"
"575" "ls_cat" 10 2694 11331695 52.667 TRUE 2.09 "HiC_scaffold_10" 13041722 175697475 187029170 86.8880275166117 "4" "Autosome"
"576" "ls_cat" 10 2702 11407174 52.667 TRUE 2.08 "HiC_scaffold_10" 13041722 175697475 187104649 87.4667777767384 "4" "Autosome"
"577" "ls_cat" 10 2706 11701657 55.395 TRUE 2.07 "HiC_scaffold_10" 13041722 175697475 187399132 89.7247848098587 "4" "Autosome"
"578" "ls_cat" 10 2708 11834336 55.395 TRUE 1.86 "HiC_scaffold_10" 13041722 175697475 187531811 90.7421274583218 "5" "Autosome"
"579" "ls_cat" 10 2713 12010520 55.395 TRUE 1.73 "HiC_scaffold_10" 13041722 175697475 187707995 92.0930533559909 "5" "Autosome"
"580" "ls_cat" 10 2715 12476746 55.395 TRUE 1.24 "HiC_scaffold_10" 13041722 175697475 188174221 95.6679340350914 "5" "Autosome"
"581" "ls_cat" 10 2716 12594450 55.395 TRUE NA "HiC_scaffold_10" 13041722 175697475 188291925 96.5704528895801 "5" "Autosome"
"582" "ls_cat" 11 2725 1180990 0 TRUE NA "HiC_scaffold_11" 12904538 188739197 189920187 9.15174181361626 "5" "Autosome"
"583" "ls_cat" 11 2728 1406053 0 TRUE 0 "HiC_scaffold_11" 12904538 188739197 190145250 10.8958027013443 "4" "Autosome"
"584" "ls_cat" 11 2730 2337043 0 TRUE 0 "HiC_scaffold_11" 12904538 188739197 191076240 18.1102415289877 "4" "Autosome"
"585" "ls_cat" 11 2737 2890398 0 TRUE 1.71 "HiC_scaffold_11" 12904538 188739197 191629595 22.3983067041997 "3" "Autosome"
"586" "ls_cat" 11 2738 2927734 0 TRUE 2.77 "HiC_scaffold_11" 12904538 188739197 191666931 22.6876312813368 "3" "Autosome"
"587" "ls_cat" 11 2739 3000960 0 TRUE 3.6 "HiC_scaffold_11" 12904538 188739197 191740157 23.2550750751402 "3" "Autosome"
"588" "ls_cat" 11 2740 3054168 0 TRUE 4.68 "HiC_scaffold_11" 12904538 188739197 191793365 23.6673951442508 "3" "Autosome"
"589" "ls_cat" 11 2742 3199294 0 TRUE 7.92 "HiC_scaffold_11" 12904538 188739197 191938491 24.79200727682 "3" "Autosome"
"590" "ls_cat" 11 2743 3364387 0 TRUE 8.77 "HiC_scaffold_11" 12904538 188739197 192103584 26.0713479242728 "3" "Autosome"
"591" "ls_cat" 11 2746 3634080 6.372 TRUE 8.72 "HiC_scaffold_11" 12904538 188739197 192373277 28.1612561410567 "3" "Autosome"
"592" "ls_cat" 11 2750 3700314 7.234 TRUE 6.66 "HiC_scaffold_11" 12904538 188739197 192439511 28.6745174449484 "3" "Autosome"
"593" "ls_cat" 11 2752 4210294 7.234 TRUE 2.83 "HiC_scaffold_11" 12904538 188739197 192949491 32.6264605520942 "2" "Autosome"
"594" "ls_cat" 11 2758 4986869 7.901 TRUE 4 "HiC_scaffold_11" 12904538 188739197 193726066 38.6443048174216 "2" "Autosome"
"595" "ls_cat" 11 2765 5214383 9.243 TRUE 11.01 "HiC_scaffold_11" 12904538 188739197 193953580 40.4073590236241 "1" "Autosome"
"596" "ls_cat" 11 2771 5292397 9.243 TRUE 12.34 "HiC_scaffold_11" 12904538 188739197 194031594 41.0119060442148 "1" "Autosome"
"597" "ls_cat" 11 2777 5446936 14.819 TRUE 8.17 "HiC_scaffold_11" 12904538 188739197 194186133 42.2094615088119 "1" "Autosome"
"598" "ls_cat" 11 2782 5720576 18.833 TRUE 8.47 "HiC_scaffold_11" 12904538 188739197 194459773 44.3299558651383 "1" "Autosome"
"599" "ls_cat" 11 2796 6923803 23.494 TRUE 2.42 "HiC_scaffold_11" 12904538 188739197 195663000 53.6540169047509 "1" "Autosome"
"600" "ls_cat" 11 2801 7377565 23.494 TRUE 1.06 "HiC_scaffold_11" 12904538 188739197 196116762 57.1703148148349 "1" "Autosome"
"601" "ls_cat" 11 2804 7543080 23.494 TRUE 1.68 "HiC_scaffold_11" 12904538 188739197 196282277 58.4529256297281 "1" "Autosome"
"602" "ls_cat" 11 2807 7927480 24.63 TRUE 2.21 "HiC_scaffold_11" 12904538 188739197 196666677 61.4317227009599 "2" "Autosome"
"603" "ls_cat" 11 2808 7988265 24.63 TRUE 2.28 "HiC_scaffold_11" 12904538 188739197 196727462 61.9027585489694 "2" "Autosome"
"604" "ls_cat" 11 2812 8018161 24.63 TRUE 2.53 "HiC_scaffold_11" 12904538 188739197 196757358 62.1344289892439 "2" "Autosome"
"605" "ls_cat" 11 2820 8898165 26.344 TRUE 6.49 "HiC_scaffold_11" 12904538 188739197 197637362 68.9537664967161 "2" "Autosome"
"606" "ls_cat" 11 2828 9365369 32.72 TRUE 7.58 "HiC_scaffold_11" 12904538 188739197 198104566 72.5742293137499 "3" "Autosome"
"607" "ls_cat" 11 2839 10034691 33.856 TRUE 0.68 "HiC_scaffold_11" 12904538 188739197 198773888 77.7609473504592 "3" "Autosome"
"608" "ls_cat" 11 2841 10206161 33.856 TRUE 1.46 "HiC_scaffold_11" 12904538 188739197 198945358 79.0897047224782 "3" "Autosome"
"609" "ls_cat" 11 2845 10302592 33.856 TRUE 0.14 "HiC_scaffold_11" 12904538 188739197 199041789 79.8369689794396 "3" "Autosome"
"610" "ls_cat" 11 2849 10575004 33.856 TRUE 0.22 "HiC_scaffold_11" 12904538 188739197 199314201 81.947947303499 "4" "Autosome"
"611" "ls_cat" 11 2855 11202257 33.856 TRUE 0 "HiC_scaffold_11" 12904538 188739197 199941454 86.8086637429407 "4" "Autosome"
"612" "ls_cat" 11 2856 11380946 33.856 TRUE 0 "HiC_scaffold_11" 12904538 188739197 200120143 88.1933626759827 "4" "Autosome"
"613" "ls_cat" 11 2857 11971590 33.856 TRUE 0 "HiC_scaffold_11" 12904538 188739197 200710787 92.7703882153704 "5" "Autosome"
"614" "ls_cat" 11 2859 12274560 33.856 TRUE 0 "HiC_scaffold_11" 12904538 188739197 201013757 95.1181669580112 "5" "Autosome"
"615" "ls_cat" 11 2862 12717886 33.856 TRUE NA "HiC_scaffold_11" 12904538 188739197 201457083 98.5535940922488 "5" "Autosome"
"616" "ls_cat" 12 2866 27168 0 TRUE NA "HiC_scaffold_12" 12846550 201643735 201670903 0.211480903433217 "5" "Autosome"
"617" "ls_cat" 12 2869 150195 0 TRUE 1.8 "HiC_scaffold_12" 12846550 201643735 201793930 1.16914658021025 "5" "Autosome"
"618" "ls_cat" 12 2875 1736598 3.931 TRUE 5.26 "HiC_scaffold_12" 12846550 201643735 203380333 13.518010672126 "4" "Autosome"
"619" "ls_cat" 12 2879 2114704 5.23 TRUE 5.96 "HiC_scaffold_12" 12846550 201643735 203758439 16.4612600270111 "4" "Autosome"
"620" "ls_cat" 12 2881 2371131 9.232 TRUE 7.56 "HiC_scaffold_12" 12846550 201643735 204014866 18.4573367947036 "4" "Autosome"
"621" "ls_cat" 12 2883 2383174 13.234 TRUE 7.61 "HiC_scaffold_12" 12846550 201643735 204026909 18.5510818079562 "4" "Autosome"
"622" "ls_cat" 12 2888 3212340 14.104 TRUE 7.58 "HiC_scaffold_12" 12846550 201643735 204856075 25.0054683942381 "3" "Autosome"
"623" "ls_cat" 12 2904 3459120 15.805 TRUE 7.15 "HiC_scaffold_12" 12846550 201643735 205102855 26.9264510705209 "3" "Autosome"
"624" "ls_cat" 12 2905 3497130 21.135 TRUE 7.19 "HiC_scaffold_12" 12846550 201643735 205140865 27.222328173712 "3" "Autosome"
"625" "ls_cat" 12 2911 3935815 22.272 TRUE 7.09 "HiC_scaffold_12" 12846550 201643735 205579550 30.6371360404155 "2" "Autosome"
"626" "ls_cat" 12 2916 4114500 23.408 TRUE 6.88 "HiC_scaffold_12" 12846550 201643735 205758235 32.0280542246751 "2" "Autosome"
"627" "ls_cat" 12 2919 4338387 24.538 TRUE 5.36 "HiC_scaffold_12" 12846550 201643735 205982122 33.7708334144187 "2" "Autosome"
"628" "ls_cat" 12 2922 4537720 25.103 TRUE 4.96 "HiC_scaffold_12" 12846550 201643735 206181455 35.3224795762286 "2" "Autosome"
"629" "ls_cat" 12 2926 4923555 26.233 TRUE 6.73 "HiC_scaffold_12" 12846550 201643735 206567290 38.32589294402 "2" "Autosome"
"630" "ls_cat" 12 2930 4961486 27.935 TRUE 6.81 "HiC_scaffold_12" 12846550 201643735 206605221 38.6211550961153 "2" "Autosome"
"631" "ls_cat" 12 2939 5298817 27.935 TRUE 6.96 "HiC_scaffold_12" 12846550 201643735 206942552 41.2470040594556 "1" "Autosome"
"632" "ls_cat" 12 2940 5517455 32.644 TRUE 6.59 "HiC_scaffold_12" 12846550 201643735 207161190 42.9489240301871 "1" "Autosome"
"633" "ls_cat" 12 2942 5532115 32.644 TRUE 6.14 "HiC_scaffold_12" 12846550 201643735 207175850 43.0630402715126 "1" "Autosome"
"634" "ls_cat" 12 2943 5845730 33.209 TRUE 5.48 "HiC_scaffold_12" 12846550 201643735 207489465 45.5042793590497 "1" "Autosome"
"635" "ls_cat" 12 2946 5999825 37.305 TRUE 5.16 "HiC_scaffold_12" 12846550 201643735 207643560 46.7037842844966 "1" "Autosome"
"636" "ls_cat" 12 2948 6803665 37.87 TRUE 3.58 "HiC_scaffold_12" 12846550 201643735 208447400 52.9610284473263 "1" "Autosome"
"637" "ls_cat" 12 2955 6930816 38.435 TRUE 3.22 "HiC_scaffold_12" 12846550 201643735 208574551 53.9507961281434 "1" "Autosome"
"638" "ls_cat" 12 2957 6971862 39 TRUE 3.2 "HiC_scaffold_12" 12846550 201643735 208615597 54.2703060354726 "1" "Autosome"
"639" "ls_cat" 12 2960 7262346 39 TRUE 4.41 "HiC_scaffold_12" 12846550 201643735 208906081 56.531488998992 "1" "Autosome"
"640" "ls_cat" 12 2966 7626553 40.136 TRUE 5.55 "HiC_scaffold_12" 12846550 201643735 209270288 59.3665458819683 "1" "Autosome"
"641" "ls_cat" 12 2972 7671358 41.851 TRUE 5.37 "HiC_scaffold_12" 12846550 201643735 209315093 59.715316563591 "1" "Autosome"
"642" "ls_cat" 12 2975 7765846 41.851 TRUE 4.75 "HiC_scaffold_12" 12846550 201643735 209409581 60.4508292109555 "2" "Autosome"
"643" "ls_cat" 12 2979 7787435 41.851 TRUE 4.96 "HiC_scaffold_12" 12846550 201643735 209431170 60.6188821123181 "2" "Autosome"
"644" "ls_cat" 12 2981 7831910 41.851 TRUE 4.75 "HiC_scaffold_12" 12846550 201643735 209475645 60.9650840108823 "2" "Autosome"
"645" "ls_cat" 12 2984 7845533 43.565 TRUE 4.95 "HiC_scaffold_12" 12846550 201643735 209489268 61.0711280460513 "2" "Autosome"
"646" "ls_cat" 12 2990 7996986 45.279 TRUE 4.77 "HiC_scaffold_12" 12846550 201643735 209640721 62.2500671386481 "2" "Autosome"
"647" "ls_cat" 12 2996 8575419 46.409 TRUE 3.01 "HiC_scaffold_12" 12846550 201643735 210219154 66.7527001412831 "2" "Autosome"
"648" "ls_cat" 12 3005 9047791 46.974 TRUE 2.03 "HiC_scaffold_12" 12846550 201643735 210691526 70.4297340531115 "3" "Autosome"
"649" "ls_cat" 12 3006 9176233 46.974 TRUE 1.84 "HiC_scaffold_12" 12846550 201643735 210819968 71.429551124621 "3" "Autosome"
"650" "ls_cat" 12 3009 9359318 46.974 TRUE 1.46 "HiC_scaffold_12" 12846550 201643735 211003053 72.8547197496604 "3" "Autosome"
"651" "ls_cat" 12 3011 9495164 46.974 TRUE 1.98 "HiC_scaffold_12" 12846550 201643735 211138899 73.912170971973 "3" "Autosome"
"652" "ls_cat" 12 3016 9585293 48.689 TRUE 2.26 "HiC_scaffold_12" 12846550 201643735 211229028 74.6137523303922 "3" "Autosome"
"653" "ls_cat" 12 3022 10058273 48.689 TRUE 2.49 "HiC_scaffold_12" 12846550 201643735 211702008 78.2955190304012 "3" "Autosome"
"654" "ls_cat" 12 3028 10487181 49.356 TRUE 2.73 "HiC_scaffold_12" 12846550 201643735 212130916 81.6342208608537 "4" "Autosome"
