"pop" "chrom" "phys_assembly" "gen_assembly" "gen_dist" "phys_dist" "rrate"
"LSSPA" "HiC_scaffold_17" 2464855 5.259 0 248031 0
"LSSPA" "HiC_scaffold_17" 2514798 6.395 1.14 49943 22.826
"LSSPA" "HiC_scaffold_17" 2723273 7.532 1.14 208475 5.468
"LSSPA" "HiC_scaffold_17" 2747537 9.831 2.3 24264 94.791
"LSSPA" "HiC_scaffold_17" 3574209 11.546 1.71 826672 2.069
"LSSPA" "HiC_scaffold_17" 3644466 12.682 1.14 70257 16.226
"LSSPA" "HiC_scaffold_17" 3856441 14.383 1.7 211975 8.02
"LSSPA" "HiC_scaffold_17" 4059484 14.948 0.57 203043 2.807
"LSSPA" "HiC_scaffold_17" 4151795 15.513 0.56 92311 6.066
"LSSPA" "HiC_scaffold_17" 4334192 16.65 1.14 182397 6.25
"LSSPA" "HiC_scaffold_17" 4429205 20.705 4.06 95013 42.731
"LSSPA" "HiC_scaffold_17" 5146599 24.8 4.1 717394 5.715
"LSSPA" "HiC_scaffold_17" 5217687 24.8 0 71088 0
"LSSPA" "HiC_scaffold_17" 5222494 25.937 1.14 4807 237.154
"LSSPA" "HiC_scaffold_17" 5289166 26.502 0.56 66672 8.399
"LSSPA" "HiC_scaffold_17" 5331530 27.067 0.57 42364 13.455
"LSSPA" "HiC_scaffold_17" 5747878 27.067 0 416348 0
"LSSPA" "HiC_scaffold_17" 5778459 28.781 1.71 30581 55.917
"LSSPA" "HiC_scaffold_17" 5879759 30.483 1.7 101300 16.782
"LSSPA" "HiC_scaffold_17" 6458552 36.293 5.81 578793 10.038
"LSSPA" "HiC_scaffold_17" 6580005 36.293 0 121453 0
"LSSPA" "HiC_scaffold_17" 6582513 36.293 0 2508 0
"LSSPA" "HiC_scaffold_17" 6634839 38.007 1.71 52326 32.68
"LSSPA" "HiC_scaffold_17" 6678568 42.062 4.06 43729 92.845
"LSSPA" "HiC_scaffold_17" 6820246 42.062 0 141678 0
"LSSPA" "HiC_scaffold_17" 6912458 43.199 1.14 92212 12.363
"LSSPA" "HiC_scaffold_17" 7268557 43.764 0.57 356099 1.601
"LSSPA" "HiC_scaffold_17" 7292733 43.764 0 24176 0
"LSSPA" "HiC_scaffold_17" 7469825 43.764 0 177092 0
"LSSPA" "HiC_scaffold_17" 7551752 43.764 0 81927 0
"LSSPA" "HiC_scaffold_17" 7983310 43.764 0 431558 0
"LSSPA" "HiC_scaffold_17" 7983664 46.036 2.27 354 6412.429
"LSSPA" "HiC_scaffold_17" 8890673 46.036 0 907009 0
"LSSPA" "HiC_scaffold_17" 9278048 47.173 1.14 387375 2.943
"LSSPA" "HiC_scaffold_17" 9372552 48.303 1.13 94504 11.957
"LSSPA" "HiC_scaffold_17" 9581649 48.868 0.57 209097 2.726
"LSSPA" "HiC_scaffold_17" 9762893 48.868 0 181244 0
"LSSPA" "HiC_scaffold_17" 9964236 48.868 0 201343 0
"LSSPA" "HiC_scaffold_17" 9966301 48.868 0 2065 0
"LSSPA" "HiC_scaffold_17" 9989839 48.868 0 23538 0
"LSSPA" "HiC_scaffold_17" 9994899 48.868 0 5060 0
"LSSPA" "HiC_scaffold_17" 10185623 48.868 0 190724 0
"LSSPA" "HiC_scaffold_17" 10405266 48.868 0 219643 0
"LSSPA" "HiC_scaffold_17" 11134969 48.868 0 729703 0
"LSSPA" "HiC_scaffold_17" 11390378 50.118 1.25 255409 4.894
"LSSPA" "HiC_scaffold_17" 11796684 50.118 0 406306 0
"LSSPA" "HiC_scaffold_17" 11920909 50.118 0 124225 0
"LSSPA" "HiC_scaffold_18" 1465227 0 NA NA NA
"LSSPA" "HiC_scaffold_18" 1630980 0 0 165753 0
"LSSPA" "HiC_scaffold_18" 1762685 0 0 131705 0
"LSSPA" "HiC_scaffold_18" 2173670 0 0 410985 0
"LSSPA" "HiC_scaffold_18" 2236022 1.419 1.42 62352 22.774
"LSSPA" "HiC_scaffold_18" 2258395 1.419 0 22373 0
"LSSPA" "HiC_scaffold_18" 2579726 1.983 0.56 321331 1.743
"LSSPA" "HiC_scaffold_18" 2587437 2.548 0.56 7711 72.624
"LSSPA" "HiC_scaffold_18" 2746443 3.113 0.56 159006 3.522
"LSSPA" "HiC_scaffold_18" 2892559 3.113 0 146116 0
"LSSPA" "HiC_scaffold_18" 2893126 4.828 1.72 567 3033.51
"LSSPA" "HiC_scaffold_18" 2912212 4.828 0 19086 0
"LSSPA" "HiC_scaffold_18" 3526890 7.127 2.3 614678 3.742
"LSSPA" "HiC_scaffold_18" 3662588 8.264 1.14 135698 8.401
"LSSPA" "HiC_scaffold_18" 3983452 8.264 0 320864 0
"LSSPA" "HiC_scaffold_18" 4047542 10.543 2.28 64090 35.575
"LSSPA" "HiC_scaffold_18" 4114372 10.543 0 66830 0
"LSSPA" "HiC_scaffold_18" 4118076 10.543 0 3704 0
"LSSPA" "HiC_scaffold_18" 4360142 11.679 1.14 242066 4.709
"LSSPA" "HiC_scaffold_18" 4418738 13.394 1.71 58596 29.183
"LSSPA" "HiC_scaffold_18" 4531237 13.394 0 112499 0
"LSSPA" "HiC_scaffold_18" 5065691 13.959 0.56 534454 1.048
"LSSPA" "HiC_scaffold_18" 5173047 14.524 0.56 107356 5.216
"LSSPA" "HiC_scaffold_18" 5739843 19.103 4.58 566796 8.081
"LSSPA" "HiC_scaffold_18" 5809430 19.103 0 69587 0
"LSSPA" "HiC_scaffold_18" 5963080 20.817 1.71 153650 11.129
"LSSPA" "HiC_scaffold_18" 6049298 20.817 0 86218 0
"LSSPA" "HiC_scaffold_18" 6223236 20.817 0 173938 0
"LSSPA" "HiC_scaffold_18" 6232035 21.382 0.57 8799 64.78
"LSSPA" "HiC_scaffold_18" 6461910 23.681 2.3 229875 10.005
"LSSPA" "HiC_scaffold_18" 6506413 24.818 1.14 44503 25.616
"LSSPA" "HiC_scaffold_18" 6645909 25.383 0.56 139496 4.014
"LSSPA" "HiC_scaffold_18" 6962772 25.948 0.57 316863 1.799
"LSSPA" "HiC_scaffold_18" 7170806 26.513 0.57 208034 2.74
"LSSPA" "HiC_scaffold_18" 7508410 27.643 1.13 337604 3.347
"LSSPA" "HiC_scaffold_18" 7609316 28.779 1.14 100906 11.298
"LSSPA" "HiC_scaffold_18" 7652098 33.44 4.66 42782 108.924
"LSSPA" "HiC_scaffold_18" 7857029 34.576 1.14 204931 5.563
"LSSPA" "HiC_scaffold_18" 8000241 34.576 0 143212 0
"LSSPA" "HiC_scaffold_18" 8196815 36.856 2.28 196574 11.599
"LSSPA" "HiC_scaffold_18" 8687175 37.421 0.56 490360 1.142
"LSSPA" "HiC_scaffold_18" 8831611 37.986 0.56 144436 3.877
"LSSPA" "HiC_scaffold_18" 8979697 37.986 0 148086 0
"LSSPA" "HiC_scaffold_18" 9402597 39.122 1.14 422900 2.696
"LSSPA" "HiC_scaffold_18" 9421300 39.122 0 18703 0
"LSSPA" "HiC_scaffold_18" 9610902 39.687 0.56 189602 2.954
"LSSPA" "HiC_scaffold_18" 9635756 39.687 0 24854 0
"LSSPA" "HiC_scaffold_18" 9691227 40.252 0.57 55471 10.276
"LSSPA" "HiC_scaffold_18" 9801405 41.947 1.7 110178 15.43
"LSSPA" "HiC_scaffold_18" 9902887 41.947 0 101482 0
"LSSPA" "HiC_scaffold_18" 9998744 41.947 0 95857 0
"LSSPA" "HiC_scaffold_18" 10343291 41.947 0 344547 0
"LSSPA" "HiC_scaffold_18" 10546877 41.947 0 203586 0
"LSSPA" "HiC_scaffold_18" 10682835 41.947 0 135958 0
"LSSPA" "HiC_scaffold_18" 10690523 41.947 0 7688 0
"LSSPA" "HiC_scaffold_18" 11063376 44.889 2.94 372853 7.885
"LSSPA" "HiC_scaffold_18" 11096669 44.889 0 33293 0
"LSSPA" "HiC_scaffold_18" 11366871 44.889 0 270202 0
"LSSPA" "HiC_scaffold_18" 12037332 44.889 0 670461 0
"LSSPA" "HiC_scaffold_19" 72978 0 NA NA NA
"LSSPA" "HiC_scaffold_19" 151539 5.889 5.89 78561 74.974
"LSSPA" "HiC_scaffold_19" 480224 6.588 0.7 328685 2.13
"LSSPA" "HiC_scaffold_19" 482055 6.588 0 1831 0
"LSSPA" "HiC_scaffold_19" 704021 6.588 0 221966 0
"LSSPA" "HiC_scaffold_19" 763731 6.588 0 59710 0
"LSSPA" "HiC_scaffold_19" 978047 6.588 0 214316 0
"LSSPA" "HiC_scaffold_19" 1144045 6.588 0 165998 0
"LSSPA" "HiC_scaffold_19" 1662451 7.153 0.56 518406 1.08
"LSSPA" "HiC_scaffold_19" 1687051 8.29 1.14 24600 46.341
"LSSPA" "HiC_scaffold_19" 1949941 8.29 0 262890 0
"LSSPA" "HiC_scaffold_19" 2328130 8.29 0 378189 0
"LSSPA" "HiC_scaffold_19" 2749298 8.29 0 421168 0
"LSSPA" "HiC_scaffold_19" 3049229 11.78 3.49 299931 11.636
"LSSPA" "HiC_scaffold_19" 3259075 11.78 0 209846 0
"LSSPA" "HiC_scaffold_19" 3287020 11.78 0 27945 0
"LSSPA" "HiC_scaffold_19" 3454683 11.78 0 167663 0
"LSSPA" "HiC_scaffold_19" 3470569 14.059 2.28 15886 143.523
"LSSPA" "HiC_scaffold_19" 3929645 16.95 2.89 459076 6.295
"LSSPA" "HiC_scaffold_19" 4130205 17.515 0.57 200560 2.842
"LSSPA" "HiC_scaffold_19" 4300923 17.515 0 170718 0
"LSSPA" "HiC_scaffold_19" 4345427 19.229 1.71 44504 38.424
"LSSPA" "HiC_scaffold_19" 4561922 19.794 0.57 216495 2.633
"LSSPA" "HiC_scaffold_19" 4687721 20.931 1.14 125799 9.062
"LSSPA" "HiC_scaffold_19" 5037228 26.157 5.23 349507 14.964
"LSSPA" "HiC_scaffold_19" 5043016 26.157 0 5788 0
"LSSPA" "HiC_scaffold_19" 5109582 26.722 0.57 66566 8.563
"LSSPA" "HiC_scaffold_19" 5684075 26.722 0 574493 0
"LSSPA" "HiC_scaffold_19" 5930561 28.436 1.71 246486 6.938
"LSSPA" "HiC_scaffold_19" 6142728 29.001 0.57 212167 2.687
"LSSPA" "HiC_scaffold_19" 6385559 29.566 0.56 242831 2.306
"LSSPA" "HiC_scaffold_19" 6405416 30.131 0.57 19857 28.705
"LSSPA" "HiC_scaffold_19" 6688934 30.696 0.57 283518 2.01
"LSSPA" "HiC_scaffold_19" 6871829 31.261 0.56 182895 3.062
"LSSPA" "HiC_scaffold_19" 7068109 31.261 0 196280 0
"LSSPA" "HiC_scaffold_19" 7146199 32.975 1.71 78090 21.898
"LSSPA" "HiC_scaffold_19" 7315827 32.975 0 169628 0
"LSSPA" "HiC_scaffold_19" 7433706 34.677 1.7 117879 14.422
"LSSPA" "HiC_scaffold_19" 7531870 36.976 2.3 98164 23.43
"LSSPA" "HiC_scaffold_19" 7924518 37.541 0.56 392648 1.426
"LSSPA" "HiC_scaffold_19" 8333320 37.541 0 408802 0
"LSSPA" "HiC_scaffold_19" 8502220 38.434 0.89 168900 5.269
"LSSPA" "HiC_scaffold_19" 8945555 38.434 0 443335 0
"LSSPA" "HiC_scaffold_19" 9945589 38.434 0 1000034 0
"LSSPA" "HiC_scaffold_19" 10014028 40.236 1.8 68439 26.301
"LSSPA" "HiC_scaffold_19" 10731533 40.236 0 717505 0
"LSSPA" "HiC_scaffold_19" 10885735 40.236 0 154202 0
"LSSPA" "HiC_scaffold_19" 11034060 40.236 0 148325 0
"LSSPA" "HiC_scaffold_19" 11163491 49.989 9.75 129431 75.33
"LSSPA" "HiC_scaffold_19" 11357953 49.989 0 194462 0
"LSSPA" "HiC_scaffold_20" 613813 0 NA NA NA
"LSSPA" "HiC_scaffold_20" 702395 0 0 88582 0
"LSSPA" "HiC_scaffold_20" 976052 0 0 273657 0
"LSSPA" "HiC_scaffold_20" 1034286 2.027 2.03 58234 34.859
"LSSPA" "HiC_scaffold_20" 1374860 5.453 3.43 340574 10.071
"LSSPA" "HiC_scaffold_20" 1476058 6.12 0.67 101198 6.621
"LSSPA" "HiC_scaffold_20" 1599579 6.12 0 123521 0
"LSSPA" "HiC_scaffold_20" 1886902 6.12 0 287323 0
"LSSPA" "HiC_scaffold_20" 2208376 6.787 0.67 321474 2.084
"LSSPA" "HiC_scaffold_20" 2233263 7.453 0.67 24887 26.922
"LSSPA" "HiC_scaffold_20" 2856821 12.073 4.62 623558 7.409
"LSSPA" "HiC_scaffold_20" 3016036 12.073 0 159215 0
"LSSPA" "HiC_scaffold_20" 3060094 12.638 0.56 44058 12.711
"LSSPA" "HiC_scaffold_20" 3072280 13.774 1.14 12186 93.55
"LSSPA" "HiC_scaffold_20" 3366589 15.489 1.72 294309 5.844
"LSSPA" "HiC_scaffold_20" 3491567 20.061 4.57 124978 36.566
"LSSPA" "HiC_scaffold_20" 3842875 20.626 0.57 351308 1.623
"LSSPA" "HiC_scaffold_20" 3863426 20.626 0 20551 0
"LSSPA" "HiC_scaffold_20" 4350209 25.335 4.71 486783 9.676
"LSSPA" "HiC_scaffold_20" 5052674 34.186 8.85 702465 12.598
"LSSPA" "HiC_scaffold_20" 5115091 37.615 3.43 62417 54.953
"LSSPA" "HiC_scaffold_20" 5533666 38.751 1.14 418575 2.724
"LSSPA" "HiC_scaffold_20" 5533999 38.751 0 333 0
"LSSPA" "HiC_scaffold_20" 5535030 40.466 1.72 1031 1668.283
"LSSPA" "HiC_scaffold_20" 6047873 40.466 0 512843 0
"LSSPA" "HiC_scaffold_20" 6154374 42.167 1.7 106501 15.962
"LSSPA" "HiC_scaffold_20" 6206411 43.868 1.7 52037 32.669
"LSSPA" "HiC_scaffold_20" 6712593 45.005 1.14 506182 2.252
"LSSPA" "HiC_scaffold_20" 6902343 46.719 1.71 189750 9.012
"LSSPA" "HiC_scaffold_20" 6954462 47.284 0.56 52119 10.745
"LSSPA" "HiC_scaffold_20" 7004180 47.284 0 49718 0
"LSSPA" "HiC_scaffold_20" 7227940 47.284 0 223760 0
"LSSPA" "HiC_scaffold_20" 7678379 47.849 0.56 450439 1.243
"LSSPA" "HiC_scaffold_20" 7947088 48.986 1.14 268709 4.243
"LSSPA" "HiC_scaffold_20" 8195498 48.986 0 248410 0
"LSSPA" "HiC_scaffold_20" 8196375 49.551 0.57 877 649.943
"LSSPA" "HiC_scaffold_20" 8381220 49.551 0 184845 0
"LSSPA" "HiC_scaffold_20" 8790861 51.265 1.71 409641 4.174
"LSSPA" "HiC_scaffold_20" 8798952 51.83 0.56 8091 69.213
"LSSPA" "HiC_scaffold_20" 9362176 52.497 0.67 563224 1.19
"LSSPA" "HiC_scaffold_20" 9467991 52.497 0 105815 0
"LSSPA" "HiC_scaffold_20" 9658206 52.497 0 190215 0
"LSSPA" "HiC_scaffold_20" 10164981 54.524 2.03 506775 4.006
"LSSPA" "HiC_scaffold_20" 10306806 54.524 0 141825 0
"LSSPA" "HiC_scaffold_20" 10456469 54.524 0 149663 0
"LSSPA" "HiC_scaffold_20" 10676851 54.524 0 220382 0
"LSSPA" "HiC_scaffold_20" 11632078 54.524 0 955227 0
"LSSPA" "HiC_scaffold_21" 133875 0 NA NA NA
"LSSPA" "HiC_scaffold_21" 810965 0 0 677090 0
"LSSPA" "HiC_scaffold_21" 963118 0 0 152153 0
"LSSPA" "HiC_scaffold_21" 1110932 0.667 0.67 147814 4.533
"LSSPA" "HiC_scaffold_21" 1111245 1.333 0.67 313 2140.575
"LSSPA" "HiC_scaffold_21" 1724783 1.898 0.56 613538 0.913
"LSSPA" "HiC_scaffold_21" 2198955 1.898 0 474172 0
"LSSPA" "HiC_scaffold_21" 2227639 2.463 0.57 28684 19.872
"LSSPA" "HiC_scaffold_21" 2251317 2.463 0 23678 0
"LSSPA" "HiC_scaffold_21" 2718346 2.463 0 467029 0
"LSSPA" "HiC_scaffold_21" 2732831 3.028 0.56 14485 38.661
"LSSPA" "HiC_scaffold_21" 2917112 3.028 0 184281 0
"LSSPA" "HiC_scaffold_21" 3137435 3.028 0 220323 0
"LSSPA" "HiC_scaffold_21" 3174437 4.723 1.69 37002 45.673
"LSSPA" "HiC_scaffold_21" 3276583 4.723 0 102146 0
"LSSPA" "HiC_scaffold_21" 3287467 7.614 2.89 10884 265.527
"LSSPA" "HiC_scaffold_21" 3920231 9.913 2.3 632764 3.635
"LSSPA" "HiC_scaffold_21" 4390667 9.913 0 470436 0
"LSSPA" "HiC_scaffold_21" 4724857 14.623 4.71 334190 14.094
"LSSPA" "HiC_scaffold_21" 5196114 14.623 0 471257 0
"LSSPA" "HiC_scaffold_21" 5214938 16.324 1.7 18824 90.31
"LSSPA" "HiC_scaffold_21" 5247572 16.889 0.56 32634 17.16
"LSSPA" "HiC_scaffold_21" 5445416 16.889 0 197844 0
"LSSPA" "HiC_scaffold_21" 5960124 17.454 0.57 514708 1.107
"LSSPA" "HiC_scaffold_21" 6132377 22.08 4.63 172253 26.879
"LSSPA" "HiC_scaffold_21" 6376965 22.08 0 244588 0
"LSSPA" "HiC_scaffold_21" 6424244 23.217 1.14 47279 24.112
"LSSPA" "HiC_scaffold_21" 6491757 23.782 0.57 67513 8.443
"LSSPA" "HiC_scaffold_21" 6619106 25.496 1.71 127349 13.428
"LSSPA" "HiC_scaffold_21" 6748148 25.496 0 129042 0
"LSSPA" "HiC_scaffold_21" 6818091 25.496 0 69943 0
"LSSPA" "HiC_scaffold_21" 7129647 26.633 1.14 311556 3.659
"LSSPA" "HiC_scaffold_21" 7666445 30.042 3.41 536798 6.352
"LSSPA" "HiC_scaffold_21" 8259339 32.341 2.3 592894 3.879
"LSSPA" "HiC_scaffold_21" 8329513 32.906 0.56 70174 7.98
"LSSPA" "HiC_scaffold_21" 8354512 32.906 0 24999 0
"LSSPA" "HiC_scaffold_21" 8522830 34.621 1.72 168318 10.219
"LSSPA" "HiC_scaffold_21" 8862840 35.186 0.56 340010 1.647
"LSSPA" "HiC_scaffold_21" 9035473 38.036 2.85 172633 16.509
"LSSPA" "HiC_scaffold_21" 9109594 38.601 0.56 74121 7.555
"LSSPA" "HiC_scaffold_21" 9413282 39.738 1.14 303688 3.754
"LSSPA" "HiC_scaffold_21" 9584530 40.874 1.14 171248 6.657
"LSSPA" "HiC_scaffold_21" 9912403 40.874 0 327873 0
"LSSPA" "HiC_scaffold_21" 9972367 40.874 0 59964 0
"LSSPA" "HiC_scaffold_21" 10023148 40.874 0 50781 0
"LSSPA" "HiC_scaffold_21" 10110211 41.736 0.86 87063 9.878
"LSSPA" "HiC_scaffold_21" 10713035 41.736 0 602824 0
"LSSPA" "HiC_scaffold_21" 10858296 46.204 4.47 145261 30.772
"LSSPA" "HiC_scaffold_21" 11005018 46.204 0 146722 0
"LSSPA" "HiC_scaffold_22" 344032 0 NA NA NA
"LSSPA" "HiC_scaffold_22" 1261741 6.068 6.07 917709 6.614
"LSSPA" "HiC_scaffold_22" 1461555 15.047 8.98 199814 44.942
"LSSPA" "HiC_scaffold_22" 1558426 15.047 0 96871 0
"LSSPA" "HiC_scaffold_22" 1573720 15.047 0 15294 0
"LSSPA" "HiC_scaffold_22" 1691059 15.047 0 117339 0
"LSSPA" "HiC_scaffold_22" 1729857 16.363 1.32 38798 34.022
"LSSPA" "HiC_scaffold_22" 1985397 18.078 1.71 255540 6.692
"LSSPA" "HiC_scaffold_22" 2062631 18.643 0.57 77234 7.38
"LSSPA" "HiC_scaffold_22" 2172824 18.643 0 110193 0
"LSSPA" "HiC_scaffold_22" 2286829 18.643 0 114005 0
"LSSPA" "HiC_scaffold_22" 2602682 21.534 2.89 315853 9.15
"LSSPA" "HiC_scaffold_22" 2739627 22.099 0.57 136945 4.162
"LSSPA" "HiC_scaffold_22" 2957522 22.099 0 217895 0
"LSSPA" "HiC_scaffold_22" 2979912 22.664 0.57 22390 25.458
"LSSPA" "HiC_scaffold_22" 3038422 26.759 4.09 58510 69.903
"LSSPA" "HiC_scaffold_22" 3312270 29.059 2.3 273848 8.399
"LSSPA" "HiC_scaffold_22" 3352201 29.059 0 39931 0
"LSSPA" "HiC_scaffold_22" 4144113 33.768 4.71 791912 5.948
"LSSPA" "HiC_scaffold_22" 4426946 33.768 0 282833 0
"LSSPA" "HiC_scaffold_22" 4635806 34.333 0.56 208860 2.681
"LSSPA" "HiC_scaffold_22" 4639588 34.333 0 3782 0
"LSSPA" "HiC_scaffold_22" 5084238 35.463 1.13 444650 2.541
"LSSPA" "HiC_scaffold_22" 5282855 36.028 0.56 198617 2.819
"LSSPA" "HiC_scaffold_22" 5294630 36.028 0 11775 0
"LSSPA" "HiC_scaffold_22" 5316109 37.742 1.71 21479 79.613
"LSSPA" "HiC_scaffold_22" 5331153 37.742 0 15044 0
"LSSPA" "HiC_scaffold_22" 5491165 38.879 1.14 160012 7.124
"LSSPA" "HiC_scaffold_22" 5865143 38.879 0 373978 0
"LSSPA" "HiC_scaffold_22" 6037890 38.879 0 172747 0
"LSSPA" "HiC_scaffold_22" 6164457 40.015 1.14 126567 9.007
"LSSPA" "HiC_scaffold_22" 6601858 40.015 0 437401 0
"LSSPA" "HiC_scaffold_22" 6609633 43.505 3.49 7775 448.875
"LSSPA" "HiC_scaffold_22" 6692286 43.505 0 82653 0
"LSSPA" "HiC_scaffold_22" 6796034 48.214 4.71 103748 45.398
"LSSPA" "HiC_scaffold_22" 7305862 48.779 0.57 509828 1.118
"LSSPA" "HiC_scaffold_22" 7507573 48.779 0 201711 0
"LSSPA" "HiC_scaffold_22" 7647059 49.416 0.64 139486 4.588
"LSSPA" "HiC_scaffold_22" 8222740 49.416 0 575681 0
"LSSPA" "HiC_scaffold_22" 8281223 49.416 0 58483 0
"LSSPA" "HiC_scaffold_22" 8656105 49.416 0 374882 0
"LSSPA" "HiC_scaffold_22" 8916895 51.544 2.13 260790 8.167
"LSSPA" "HiC_scaffold_22" 9127064 51.544 0 210169 0
"LSSPA" "HiC_scaffold_23" 2066368 0 NA NA NA
"LSSPA" "HiC_scaffold_23" 2387768 0 0 321400 0
"LSSPA" "HiC_scaffold_23" 2965669 0.719 0.72 577901 1.246
"LSSPA" "HiC_scaffold_23" 3179859 1.439 0.72 214190 3.362
"LSSPA" "HiC_scaffold_23" 3205009 1.439 0 25150 0
"LSSPA" "HiC_scaffold_23" 3288886 1.439 0 83877 0
"LSSPA" "HiC_scaffold_23" 3352231 1.439 0 63345 0
"LSSPA" "HiC_scaffold_23" 3363743 5.83 4.39 11512 381.341
"LSSPA" "HiC_scaffold_23" 3397080 8.13 2.3 33337 68.992
"LSSPA" "HiC_scaffold_23" 3486185 8.13 0 89105 0
"LSSPA" "HiC_scaffold_23" 3652064 8.13 0 165879 0
"LSSPA" "HiC_scaffold_23" 3716887 10.974 2.84 64823 43.812
"LSSPA" "HiC_scaffold_23" 3812310 11.539 0.56 95423 5.869
"LSSPA" "HiC_scaffold_23" 3999431 12.104 0.56 187121 2.993
"LSSPA" "HiC_scaffold_23" 4259928 12.669 0.57 260497 2.188
"LSSPA" "HiC_scaffold_23" 4430395 16.159 3.49 170467 20.473
"LSSPA" "HiC_scaffold_23" 4489630 16.724 0.57 59235 9.623
"LSSPA" "HiC_scaffold_23" 4611247 19.003 2.28 121617 18.747
"LSSPA" "HiC_scaffold_23" 4781290 19.568 0.57 170043 3.352
"LSSPA" "HiC_scaffold_23" 4950503 19.568 0 169213 0
"LSSPA" "HiC_scaffold_23" 5008983 19.568 0 58480 0
"LSSPA" "HiC_scaffold_23" 5027781 22.432 2.86 18798 152.144
"LSSPA" "HiC_scaffold_23" 5123659 22.997 0.57 95878 5.945
"LSSPA" "HiC_scaffold_23" 5308044 24.134 1.14 184385 6.183
"LSSPA" "HiC_scaffold_23" 5394702 27.623 3.49 86658 40.273
"LSSPA" "HiC_scaffold_23" 5577910 27.623 0 183208 0
"LSSPA" "HiC_scaffold_23" 5606057 28.76 1.14 28147 40.502
"LSSPA" "HiC_scaffold_23" 5755526 28.76 0 149469 0
"LSSPA" "HiC_scaffold_23" 5860550 29.89 1.13 105024 10.759
"LSSPA" "HiC_scaffold_23" 6008438 32.169 2.28 147888 15.417
"LSSPA" "HiC_scaffold_23" 6499541 35.033 2.86 491103 5.824
"LSSPA" "HiC_scaffold_23" 6585364 35.598 0.56 85823 6.525
"LSSPA" "HiC_scaffold_23" 7317615 37.878 2.28 732251 3.114
"LSSPA" "HiC_scaffold_23" 7439894 38.443 0.56 122279 4.58
"LSSPA" "HiC_scaffold_23" 8384515 38.443 0 944621 0
"LSSPA" "HiC_scaffold_23" 8441636 38.443 0 57121 0
"LSSPA" "HiC_scaffold_23" 8456018 39.008 0.57 14382 39.633
"LSSPA" "HiC_scaffold_23" 9011101 40.138 1.13 555083 2.036
"LSSPA" "HiC_scaffold_23" 9045719 41.268 1.13 34618 32.642
"LSSPA" "HiC_scaffold_23" 9051508 41.268 0 5789 0
"LSSPA" "HiC_scaffold_23" 9266459 41.268 0 214951 0
"LSSPA" "HiC_scaffold_23" 9320980 41.268 0 54521 0
"LSSPA" "HiC_scaffold_23" 10073088 41.268 0 752108 0
"LSSPA" "HiC_scaffold_23" 10186006 41.268 0 112918 0
"LSSPA" "HiC_scaffold_23" 10304037 41.268 0 118031 0
"LSSPA" "HiC_scaffold_23" 10478830 41.268 0 174793 0
"LSSPA" "HiC_scaffold_23" 10598925 41.268 0 120095 0
"LSSPA" "HiC_scaffold_24" 729576 0 NA NA NA
"LSSPA" "HiC_scaffold_24" 756601 0 0 27025 0
"LSSPA" "HiC_scaffold_24" 901995 0 0 145394 0
"LSSPA" "HiC_scaffold_24" 1077470 2.891 2.89 175475 16.47
"LSSPA" "HiC_scaffold_24" 1544698 2.891 0 467228 0
"LSSPA" "HiC_scaffold_24" 1593884 7.463 4.57 49186 92.913
"LSSPA" "HiC_scaffold_24" 2360208 10.354 2.89 766324 3.771
"LSSPA" "HiC_scaffold_24" 2778272 10.354 0 418064 0
"LSSPA" "HiC_scaffold_24" 3329846 12.653 2.3 551574 4.17
"LSSPA" "HiC_scaffold_24" 3734506 12.653 0 404660 0
"LSSPA" "HiC_scaffold_24" 3794029 15.498 2.84 59523 47.713
"LSSPA" "HiC_scaffold_24" 3960662 15.498 0 166633 0
"LSSPA" "HiC_scaffold_24" 4810813 16.063 0.56 850151 0.659
"LSSPA" "HiC_scaffold_24" 4912932 18.914 2.85 102119 27.909
"LSSPA" "HiC_scaffold_24" 5560591 18.914 0 647659 0
"LSSPA" "HiC_scaffold_24" 5748104 18.914 0 187513 0
"LSSPA" "HiC_scaffold_24" 5842727 20.05 1.14 94623 12.048
"LSSPA" "HiC_scaffold_24" 5852400 20.05 0 9673 0
"LSSPA" "HiC_scaffold_24" 6029187 22.349 2.3 176787 13.01
"LSSPA" "HiC_scaffold_24" 6106990 24.064 1.71 77803 21.979
"LSSPA" "HiC_scaffold_24" 6258909 27.499 3.43 151919 22.578
"LSSPA" "HiC_scaffold_24" 6483373 27.499 0 224464 0
"LSSPA" "HiC_scaffold_24" 6738069 28.064 0.57 254696 2.238
"LSSPA" "HiC_scaffold_24" 6898192 28.064 0 160123 0
"LSSPA" "HiC_scaffold_24" 6899557 29.201 1.14 1365 835.165
"LSSPA" "HiC_scaffold_24" 7188298 29.201 0 288741 0
"LSSPA" "HiC_scaffold_24" 7312846 29.766 0.56 124548 4.496
"LSSPA" "HiC_scaffold_24" 7575281 29.766 0 262435 0
"LSSPA" "HiC_scaffold_24" 7601688 29.766 0 26407 0
"LSSPA" "HiC_scaffold_24" 7638376 30.902 1.14 36688 31.073
"LSSPA" "HiC_scaffold_24" 8025563 30.902 0 387187 0
"LSSPA" "HiC_scaffold_24" 8056087 32.704 1.8 30524 58.97
"LSSPA" "HiC_scaffold_24" 8183814 32.704 0 127727 0
"LSSPA" "HiC_scaffold_24" 8419330 32.704 0 235516 0
