marker_nr male_position scaffold position lg
4746 13.647 15 9310485 14
4750 14.764 15 9531471 14
4759 14.764 15 9708778 14
4772 15.320 15 10131935 14
4776 15.320 15 10206386 14
4781 16.437 15 11125036 14
4791 16.437 15 11356124 14
4792 16.993 15 11397291 14
4795 18.678 15 11590674 14
4799 18.678 15 11674738 14
4802 18.678 15 11714767 14
4811 21.520 15 12191817 14
4814 23.205 15 12212527 14
4817 23.205 15 12523619 14
4822 24.323 15 12914229 14
4833 24.878 15 13412260 14
4835 24.878 15 13763692 14
4840 27.139 15 14570617 14
4846 28.824 15 14639766 14
4853 29.942 15 15242784 14
4856 29.942 15 15388414 14
4860 29.942 15 15407111 14
4865 32.783 15 16435525 14
4867 34.469 15 16466194 14
4870 35.586 15 16603812 14
4881 35.586 15 17301350 14
4883 35.586 15 17304565 14
4885 35.586 15 17462995 14
4886 35.586 15 17838044 14
4888 35.586 15 18106110 14
4890 35.586 15 18212118 14
4897 35.586 15 18730901 14
4899 35.586 15 18747362 14
4900 35.586 15 19024263 14
4908 35.586 15 19607952 14
5120 0.000 17 347923 15
5127 0.000 17 1168853 15
5130 0.000 17 1651760 15
5133 0.000 17 1900685 15
5135 0.000 17 2014930 15
5136 0.000 17 2102302 15
5138 0.000 17 2236323 15
5139 0.000 17 2969233 15
5142 0.671 17 3160700 15
5148 0.671 17 3407085 15
5154 1.227 17 3407998 15
5159 1.227 17 3558529 15
5160 1.227 17 3684606 15
5167 1.227 17 3831703 15
5171 1.227 17 4164240 15
5183 6.464 17 4880086 15
5193 7.020 17 5628052 15
5202 7.020 17 5638888 15
5211 7.020 17 5906829 15
5212 7.020 17 5925172 15
5219 7.575 17 5936818 15
5223 7.575 17 6089167 15
5230 8.131 17 6235443 15
5238 12.156 17 6766079 15
5242 12.156 17 6776983 15
5249 15.586 17 7130949 15
5253 15.586 17 7413483 15
5256 15.586 17 7580706 15
5260 15.586 17 7606119 15
5263 15.586 17 7770119 15
5267 15.586 17 8019719 15
5271 17.271 17 8064254 15
5274 17.271 17 8761026 15
5288 17.271 17 8769732 15
5292 17.827 17 9564457 15
5296 18.382 17 9770484 15
5303 19.500 17 9872605 15
5309 23.525 17 10862665 15
5315 24.642 17 11105862 15
5321 25.198 17 11324874 15
5322 25.198 17 11378733 15
5324 26.315 17 11379061 15
5329 26.315 17 11674303 15
5334 26.315 17 12370502 15
5342 28.001 17 12437764 15
5344 28.001 17 12655658 15
5345 28.001 17 13164057 15
5346 28.001 17 13164366 15
5348 29.118 17 13221006 15
5352 29.118 17 13280162 15
5353 30.236 17 13632843 15
5354 30.236 17 13718054 15
5358 30.791 17 13909447 15
5363 30.791 17 13910027 15
5365 30.791 17 14465685 15
5369 31.462 17 14886124 15
5374 31.462 17 15373582 15
5377 31.462 17 15397949 15
5381 31.462 17 15678762 15
5386 31.462 17 15771377 15
5391 31.462 17 15810601 15
5393 31.462 17 15846190 15
5402 31.462 17 16453445 15
5407 31.462 17 16891722 15
5410 31.462 17 17329604 15
5416 31.462 17 17535364 15
5418 31.462 17 17777541 15
5425 31.462 17 19333440 15
5689 0.000 19 156509 16
5712 0.000 19 2210010 16
5717 0.000 19 2306128 16
5725 0.000 19 2540532 16
5728 0.000 19 2802815 16
5730 0.000 19 2804768 16
5732 0.000 19 2841865 16
5745 0.000 19 2956357 16
5755 1.117 19 2992874 16
5756 1.117 19 3247672 16
5763 2.803 19 4273451 16
5780 3.358 19 5520122 16
5786 3.358 19 5520689 16
5789 3.914 19 5530916 16
5793 5.031 19 5715976 16
5794 5.587 19 5734508 16
5799 6.704 19 5996731 16
5802 7.260 19 6120521 16
5807 7.260 19 6574710 16
5811 7.260 19 7085811 16
5819 10.102 19 7615580 16
5825 10.657 19 7787313 16
5830 12.343 19 7885968 16
5839 14.028 19 8170717 16
5847 15.146 19 8266862 16
5851 15.146 19 8631491 16
5853 15.146 19 8640099 16
5854 16.831 19 8656462 16
5858 17.949 19 9196903 16
5859 17.949 19 9267531 16
5862 17.949 19 9883739 16
5865 18.504 19 9981911 16
5874 18.504 19 10258015 16
5876 18.504 19 10382961 16
5879 18.504 19 10512990 16
5881 18.504 19 10684188 16
5889 18.504 19 10777672 16
5890 19.621 19 10978524 16
5895 20.739 19 11140477 16
5902 21.294 19 11161781 16
5904 21.294 19 11324951 16
5912 21.294 19 11707161 16
5919 21.294 19 11998763 16
5925 21.294 19 12198990 16
5931 21.294 19 12815685 16
5933 21.294 19 13456286 16
5937 21.294 19 13510264 16
5942 21.294 19 14695918 16
5945 21.294 19 14835932 16
5954 21.294 19 15288863 16
5958 21.294 19 15457192 16
5962 21.294 19 15517192 16
5966 21.294 19 15572973 16
5977 21.294 19 15968532 16
5978 21.294 19 16230499 16
6269 0.000 21 2590254 17
6287 0.000 21 3543670 17
6289 0.000 21 3576025 17
6291 0.000 21 3629224 17
6293 0.000 21 3795522 17
6294 1.351 21 3987134 17
6299 1.351 21 4106318 17
6301 2.703 21 4187445 17
6306 2.703 21 4339445 17
6323 2.703 21 4860868 17
6328 2.703 21 5018406 17
6330 6.153 21 5429040 17
6335 6.824 21 5607206 17
6352 6.824 21 5733832 17
6358 8.175 21 6848287 17
6368 8.175 21 6982372 17
6371 8.731 21 7205858 17
6376 10.991 21 8020530 17
6378 10.991 21 8218160 17
6387 10.991 21 8472774 17
6389 10.991 21 8481838 17
6394 12.676 21 8809503 17
6399 13.232 21 8831284 17
6403 16.074 21 9715133 17
6407 17.191 21 9977501 17
6416 18.308 21 10772179 17
6418 18.308 21 11214771 17
6426 18.308 21 11372559 17
6431 18.308 21 11476638 17
6440 18.864 21 12125119 17
6444 18.864 21 12622817 17
6447 18.864 21 12828788 17
6451 18.864 21 13652240 17
6456 18.864 21 13658510 17
6457 18.864 21 13897231 17
6460 18.864 21 14235397 17
6471 18.864 21 15028779 17
7118 0.000 25 616512 18
7133 0.000 25 1796323 18
7135 0.000 25 1842459 18
7137 0.000 25 1847652 18
7140 0.000 25 1884116 18
7142 0.000 25 2136653 18
7146 0.000 25 3288292 18
7147 1.053 25 3293187 18
7148 1.053 25 3342848 18
7152 1.053 25 3370679 18
7154 3.181 25 3824675 18
7156 6.408 25 3874476 18
7164 6.408 25 4365190 18
7165 12.398 25 4754461 18
7169 12.398 25 4794599 18
7179 12.398 25 4809227 18
7185 12.398 25 4898605 18
7193 12.398 25 5518964 18
7201 14.083 25 5604993 18
7205 14.083 25 6019891 18
7212 14.083 25 6920868 18
7219 14.639 25 7406270 18
7220 14.639 25 7622144 18
7225 14.639 25 7656838 18
7226 17.480 25 8223283 18
7233 18.036 25 8308892 18
7236 19.153 25 8558033 18
7240 19.153 25 8951976 18
7242 19.153 25 8996825 18
7245 19.709 25 9413531 18
7247 20.826 25 9678712 18
7254 20.826 25 10243582 18
7259 20.826 25 10389933 18
7268 20.826 25 10979426 18
7271 20.826 25 10981403 18
7274 20.826 25 11345657 18
7275 20.826 25 11560734 18
7282 20.826 25 11984909 18
7283 20.826 25 12012962 18
7284 20.826 25 12486981 18
7290 20.826 25 12488839 18
7294 20.826 25 12604086 18
7300 20.826 25 13421062 18
744 0.000 3 410603 19
769 0.000 3 2272224 19
778 0.000 3 2527079 19
781 0.000 3 3196287 19
784 0.000 3 3213666 19
786 0.000 3 3272087 19
787 0.000 3 3341949 19
795 0.000 3 3703639 19
802 0.658 3 3904610 19
806 7.662 3 4234179 19
812 8.320 3 4632124 19
816 9.645 3 5163622 19
819 10.969 3 5333405 19
822 11.627 3 5590622 19
824 12.952 3 5915892 19
826 12.952 3 5965072 19
831 12.952 3 6317611 19
841 14.069 3 6488493 19
845 14.069 3 6563383 19
849 14.069 3 6606421 19
862 16.911 3 6656291 19
868 18.028 3 6770236 19
869 18.584 3 7218300 19
876 18.584 3 7444575 19
882 18.584 3 7548586 19
887 19.139 3 7619969 19
891 19.139 3 8125659 19
893 19.139 3 8347278 19
894 19.695 3 8375239 19
899 19.695 3 8922764 19
915 22.537 3 9360194 19
923 22.537 3 9926818 19
925 22.537 3 10817272 19
930 25.967 3 11033948 19
933 26.522 3 12171294 19
936 26.522 3 12226396 19
942 26.522 3 13305794 19
944 26.522 3 13525717 19
950 26.522 3 14177204 19
951 27.078 3 14656162 19
952 27.078 3 14873573 19
955 27.078 3 15569286 19
957 29.338 3 16431352 19
958 29.338 3 16818655 19
961 29.894 3 17438894 19
963 29.894 3 17547180 19
966 33.323 3 17781558 19
969 33.879 3 18349210 19
973 33.879 3 18456403 19
985 36.139 3 18640427 19
994 36.139 3 18841881 19
997 37.825 3 19003933 19
1009 41.850 3 21890511 19
1013 41.850 3 21921239 19
1016 41.850 3 21936891 19
1020 41.850 3 21977012 19
1023 42.406 3 22367690 19
1034 44.091 3 22378151 19
1040 44.091 3 22473172 19
1045 44.091 3 22658880 19
1050 47.521 3 23148618 19
1053 47.521 3 23481928 19
1055 50.951 3 23765631 19
1060 53.211 3 24120112 19
1063 53.211 3 24814544 19
1066 54.329 3 24895265 19
1071 55.446 3 25126461 19
1072 55.446 3 25438181 19
1093 55.446 3 26956005 19
1100 55.446 3 27962422 19
1102 55.446 3 27983869 19
1110 55.446 3 28654787 19
1112 55.446 3 28832943 19
1117 55.446 3 29155195 19
1125 55.446 3 29782238 19
7763 0.000 29 335570 20
7782 0.000 29 2102455 20
7787 0.000 29 2151981 20
7794 0.000 29 2184410 20
7798 0.000 29 2280736 20
7800 0.000 29 2479260 20
7810 0.000 29 3222651 20
7821 5.089 29 3302922 20
7824 5.089 29 3993519 20
7826 9.293 29 4313800 20
7832 9.293 29 4364863 20
7850 13.497 29 5552986 20
7861 15.137 29 5798242 20
7864 15.950 29 6047711 20
7866 15.950 29 6125069 20
7875 15.950 29 6155358 20
7880 15.950 29 6207623 20
7888 16.506 29 6519792 20
7889 16.506 29 6884257 20
7891 17.061 29 6884563 20
7896 17.061 29 7020193 20
7898 17.061 29 7075164 20
7914 17.719 29 7181755 20
7920 17.719 29 7582901 20
7924 17.719 29 7951142 20
7927 17.719 29 8517626 20
7944 17.719 29 8942159 20
7958 17.719 29 10721894 20
4921 0.000 16 827205 21
4925 0.000 16 1750387 21
4926 0.000 16 1856149 21
4932 0.000 16 2089946 21
4934 7.452 16 2352074 21
4935 7.452 16 2489483 21
4937 7.452 16 2884991 21
4943 10.882 16 3254941 21
4948 10.882 16 3303521 21
4960 10.882 16 4819404 21
4962 10.882 16 5282142 21
4966 11.437 16 5422946 21
4970 11.437 16 7233041 21
4978 14.279 16 8031472 21
4991 14.834 16 8252216 21
4993 15.390 16 8257435 21
4995 15.390 16 9093107 21
4999 15.390 16 9537042 21
5005 15.390 16 9985116 21
5009 17.650 16 10133447 21
5015 17.650 16 10307798 21
5022 18.206 16 10487469 21
5025 18.761 16 10830811 21
5026 23.999 16 10941001 21
5027 25.116 16 12600436 21
5030 25.116 16 12646944 21
5032 25.672 16 13167823 21
5035 26.789 16 13177763 21
5044 28.475 16 13917268 21
5046 35.587 16 14342745 21
5048 39.017 16 14851662 21
5051 39.017 16 15173146 21
5055 39.017 16 15188397 21
5056 41.859 16 15416956 21
5072 41.859 16 17085785 21
5075 41.859 16 17110745 21
5077 41.859 16 17390612 21
5079 41.859 16 17448082 21
5086 41.859 16 17554998 21
5087 42.517 16 17580913 21
5090 42.517 16 17721416 21
5092 42.517 16 17950517 21
5097 42.517 16 19061958 21
5103 42.517 16 19390773 21
5111 42.517 16 20148093 21
2414 0.000 8 71052 22
2422 0.000 8 497283 22
2427 0.000 8 1996432 22
2429 0.000 8 2220555 22
2432 0.000 8 2409088 22
2437 0.000 8 2414362 22
2445 0.000 8 2442938 22
2447 0.000 8 2443244 22
2449 0.556 8 2862726 22
2454 3.397 8 3788430 22
2464 3.397 8 4483626 22
2465 6.827 8 4966905 22
2467 7.945 8 5159180 22
2468 8.500 8 5172319 22
2469 8.500 8 5637254 22
2470 9.617 8 5826575 22
2475 9.617 8 6466271 22
2490 9.617 8 6606460 22
2495 9.617 8 6711428 22
2506 10.173 8 6739790 22
2511 10.173 8 7086310 22
2512 10.173 8 7332584 22
2521 10.173 8 8194296 22
2526 11.859 8 8379586 22
2527 14.700 8 8681177 22
2530 15.256 8 8769623 22
2534 15.256 8 8959521 22
2555 15.811 8 11452625 22
2560 17.497 8 11594383 22
2561 17.497 8 11641748 22
2567 19.757 8 11671468 22
2569 21.443 8 12056022 22
2570 21.443 8 12320291 22
2574 21.998 8 13434216 22
2580 21.998 8 13976022 22
2585 21.998 8 14064987 22
2589 21.998 8 14664048 22
2594 24.259 8 15020334 22
2597 28.886 8 15149417 22
2599 29.442 8 16225025 22
2601 29.442 8 16724318 22
2605 29.442 8 16799214 22
2609 32.283 8 16895460 22
2611 32.283 8 17320453 22
2614 32.283 8 17442118 22
2628 32.839 8 17817265 22
2632 33.394 8 18173680 22
2634 33.394 8 18374938 22
2639 35.080 8 18553353 22
2641 35.080 8 18837423 22
2642 35.080 8 18896972 22
2646 36.197 8 19049503 22
2647 36.197 8 19101649 22
2649 36.197 8 19303604 22
2658 36.197 8 21110159 22
2660 36.197 8 21302160 22
2661 37.250 8 21546029 22
2662 37.250 8 21546351 22
2665 37.250 8 21680045 22
2667 37.250 8 21791521 22
2669 37.250 8 21952175 22
2672 37.250 8 21981512 22
2687 37.250 8 23197428 22
2690 37.250 8 23279089 22
2700 37.250 8 23558346 22
2706 37.250 8 25224014 22
6688 0.000 23 40193 23
6704 0.000 23 1314451 23
6706 0.000 23 1506672 23
6708 0.000 23 1586670 23
6718 5.776 23 2808755 23
6724 5.776 23 2974773 23
6729 7.628 23 3133966 23
6735 12.717 23 3209068 23
6746 13.530 23 4359523 23
6754 13.530 23 4442022 23
6761 14.343 23 4624934 23
6767 19.432 23 5274694 23
6772 19.432 23 5992802 23
6776 19.432 23 6619487 23
6790 19.432 23 7079826 23
6793 19.432 23 7814301 23
6794 19.432 23 8027421 23
6796 19.432 23 8075617 23
6801 19.432 23 8178667 23
6807 19.432 23 8934298 23
6812 21.118 23 9173012 23
6819 21.118 23 9495170 23
6822 21.118 23 9555734 23
6830 28.875 23 10323420 23
6839 30.705 23 11191656 23
6847 33.319 23 11458574 23
6873 33.319 23 13156724 23
6882 33.319 23 13741106 23
6886 33.319 23 14014711 23
6476 0.000 22 457248 24
6486 0.000 22 784414 24
6490 0.000 22 833097 24
6492 0.000 22 885840 24
6494 0.000 22 1092846 24
6498 0.000 22 1170445 24
6507 0.000 22 1268642 24
6517 1.686 22 1747929 24
6521 1.686 22 2142106 24
6527 3.371 22 3508409 24
6534 11.125 22 4582183 24
6549 11.125 22 5122593 24
6552 12.810 22 5321695 24
6558 13.366 22 5681128 24
6564 16.796 22 7144748 24
6568 18.481 22 7399302 24
6573 20.742 22 7850320 24
6576 20.742 22 8579487 24
6586 21.297 22 8719589 24
6597 21.853 22 9459522 24
6598 21.853 22 9567370 24
6600 22.970 22 9709944 24
6603 22.970 22 9931253 24
6605 22.970 22 10007348 24
6612 22.970 22 11148473 24
6615 22.970 22 11301264 24
6619 22.970 22 11610506 24
6620 23.526 22 12193633 24
6621 24.643 22 12301830 24
6622 24.643 22 12324858 24
6628 25.301 22 12602757 24
6630 25.301 22 12800515 24
6645 25.301 22 13535963 24
6653 25.301 22 13638950 24
6654 25.301 22 13642725 24
6659 25.301 22 13821686 24
6671 25.301 22 14043375 24
6676 25.301 22 14308066 24
6681 25.301 22 14499029 24
6684 25.301 22 14524416 24
6686 25.301 22 14810647 24
1855 0.000 6 736969 25
1862 0.000 6 1621762 25
1868 0.000 6 2433641 25
1869 0.000 6 2519743 25
1871 0.556 6 3242410 25
1874 0.556 6 3412150 25
1876 1.111 6 3585775 25
1880 1.667 6 3942635 25
1888 3.352 6 4430112 25
1892 3.908 6 4464198 25
1893 5.593 6 5663725 25
1894 10.221 6 6513158 25
1903 12.481 6 7570703 25
1906 13.037 6 7571956 25
1908 13.037 6 8390355 25
1912 13.037 6 8458005 25
1914 14.722 6 9094634 25
1922 14.722 6 9850214 25
1924 14.722 6 9970661 25
1925 14.722 6 10176824 25
1926 15.278 6 10258137 25
1928 15.278 6 10289669 25
1932 22.390 6 10408058 25
1943 27.018 6 12591646 25
1945 27.574 6 12804366 25
1951 28.129 6 13489987 25
1957 28.129 6 13668628 25
1959 28.685 6 13764052 25
1966 28.685 6 13770229 25
1970 28.685 6 13930060 25
1971 29.802 6 14009747 25
1974 32.062 6 14961720 25
1975 33.180 6 15160666 25
1977 33.180 6 15173729 25
1979 33.180 6 15327271 25
1980 34.297 6 15945354 25
1981 34.853 6 16176579 25
1987 35.408 6 16423895 25
1988 35.964 6 16859175 25
1992 35.964 6 16914056 25
1994 36.519 6 17097508 25
2000 37.637 6 17427505 25
2001 38.192 6 17511586 25
2003 42.820 6 18179955 25
2007 44.505 6 18497780 25
2008 44.505 6 18581869 25
2011 50.985 6 19321659 25
2016 51.541 6 20110284 25
2021 51.541 6 20785725 25
2026 55.566 6 21401228 25
2031 56.121 6 21612791 25
2035 60.749 6 23676173 25
2040 60.749 6 23991951 25
2041 60.749 6 23992629 25
2043 61.304 6 24142139 25
2048 61.304 6 24234371 25
2050 61.304 6 24298444 25
2053 61.304 6 24332647 25
2061 61.304 6 26268839 25
7303 0.000 26 904292 26
7311 0.000 26 1202531 26
7313 0.000 26 1427807 26
7327 0.000 26 1819502 26
7330 0.000 26 1926935 26
7331 0.000 26 1949396 26
7337 0.000 26 2063237 26
7341 1.183 26 2406745 26
7346 1.772 26 2524143 26
7349 1.772 26 2652587 26
7355 3.457 26 2721799 26
7359 4.575 26 3182504 26
7362 4.575 26 3183442 26
7364 4.575 26 3341507 26
7367 4.575 26 3700636 26
7369 4.575 26 3898413 26
7373 4.575 26 3899058 26
7376 5.130 26 4188238 26
7380 5.686 26 4325907 26
7383 5.686 26 4582016 26
7384 6.803 26 4610158 26
7385 7.920 26 4790723 26
7390 9.606 26 5328995 26
7393 9.606 26 5557015 26
7395 12.448 26 5780543 26
7398 15.289 26 6130086 26
7406 16.407 26 6418614 26
7407 18.667 26 6484694 26
7411 19.223 26 6580405 26
7413 19.223 26 7043473 26
7418 19.223 26 7054945 26
7420 20.340 26 7063549 26
7423 20.896 26 7519193 26
7425 21.451 26 7630424 26
7431 23.137 26 7705676 26
7433 23.137 26 7814377 26
7442 23.692 26 7898643 26
7443 23.692 26 8098281 26
7446 25.378 26 8183711 26
7450 30.005 26 8611898 26
7454 30.005 26 9050019 26
7457 30.005 26 9737471 26
7464 30.005 26 10094250 26
7468 30.561 26 10332767 26
7469 30.561 26 10659024 26
7475 32.347 26 10911349 26
7481 32.347 26 11219142 26
7484 32.347 26 11383944 26
7491 32.347 26 11405631 26
7493 32.347 26 11931802 26
7504 0.000 27 1521906 27
7509 0.000 27 2017352 27
7510 0.000 27 2123980 27
7512 0.000 27 2170126 27
7523 0.671 27 2641444 27
7524 0.671 27 2829960 27
7530 0.671 27 2926787 27
7533 2.023 27 3581733 27
7538 2.023 27 3898764 27
7540 2.023 27 4145505 27
7543 2.578 27 4578635 27
7546 4.838 27 4699997 27
7551 4.838 27 5022019 27
7554 4.838 27 6166193 27
7563 6.190 27 7223127 27
7569 6.190 27 7502454 27
7572 6.190 27 7985866 27
7576 9.639 27 9297563 27
7584 9.639 27 9991084 27
7589 9.639 27 11527450 27
7591 9.639 27 11705693 27
7598 9.639 27 12006184 27
7607 0.000 28 533081 28
7615 0.000 28 1369176 28
7621 0.000 28 2347065 28
7624 0.000 28 3159591 28
7632 0.000 28 3498606 28
7635 0.000 28 3764058 28
7639 0.000 28 4468146 28
7649 0.000 28 5350058 28
7657 0.556 28 5525106 28
7658 0.556 28 5548479 28
7663 8.309 28 6167438 28
7664 9.427 28 6168580 28
7669 10.544 28 6661605 28
7670 11.661 28 7040625 28
7681 11.661 28 7714930 28
7687 13.922 28 8223648 28
7699 15.039 28 8355333 28
7710 15.039 28 8656691 28
7712 15.039 28 8706752 28
7715 15.039 28 8707138 28
7724 15.039 28 8861686 28
7733 15.039 28 9944326 28
7740 15.039 28 10098663 28
7743 15.039 28 10312901 28
7748 15.039 28 10630582 28
7758 15.039 28 11310446 28
5428 0.000 18 860846 29
5437 0.000 18 1992589 29
5441 0.000 18 2591856 29
5442 0.000 18 2788434 29
5449 2.842 18 3301866 29
5455 4.527 18 3379041 29
5464 4.527 18 3585046 29
5488 9.765 18 5526787 29
5489 12.025 18 5955494 29
5501 13.142 18 6855800 29
5507 15.402 18 7168525 29
5509 15.958 18 7518655 29
5519 15.958 18 7748358 29
5524 17.075 18 8498113 29
5526 17.075 18 8594301 29
5527 17.631 18 8656247 29
5529 17.631 18 8742045 29
5540 19.891 18 8948906 29
5557 19.891 18 9712824 29
5574 19.891 18 9721993 29
5577 23.916 18 10309374 29
5580 23.916 18 11115443 29
5589 24.472 18 11474164 29
5599 24.472 18 11973295 29
5603 24.472 18 12655101 29
5613 24.472 18 13057280 29
5615 25.028 18 13334989 29
5619 25.028 18 13503274 29
5621 25.028 18 14138255 29
5636 25.028 18 14535429 29
5641 25.028 18 14829687 29
5647 25.028 18 15098587 29
5651 25.028 18 15196883 29
5665 25.028 18 15345629 29
5673 25.028 18 15888562 29
5685 25.028 18 17253138 29
